centroide,CoordX,CoordY,S1-III,S1-IV,TS(TL),TS(TC),M1.2,M1.1,G1.1,G1.2,A1.1,A1.2,TL,P,TS(S2)IV,TS(S2)III,TS(S2)V,S1-V,CN,S1-VII,M2.1,M2.2,TS(S2)VI
FL100-50_11,5339468.983,5862227.292,14,,,,4,4,9,6,,,,-1,,39,,,,,,,
FL100-50_17,5460689.635,6197102.139,,,,,-16,,,,,,,-41,,,-19,-26,,,-21,,
FL100-35_28,5410106.796,5852143.261,28,,,,15,14,21,16,,,,9,,57,,,,,,,
FL100-55_8,5560880.65,6101329.959,,-34,,,-40,-38,-37,-42,,,,-50,-21,,,,,,,,
FL100-55_9,5540179.693,5851494.115,36,,,,25,26,35,25,,,,20,,58,,,,,,,
FL100-55_30,5697400.496,5789191.486,62,,,,59,61,69,59,,,,57,,70,,,,,,,
FL100-55_10,5578002.307,6208653.003,,,,,-18,,,,,,,-43,,,-23,-29,,,-24,,
FL100-50_12,5489257.604,6108948.525,,,,,-13,,,,,,,-40,,,-19,-25,,,-21,,
FL100-55_31,5474712.02,5904179.785,21,,,,10,11,20,10,,,,7,,41,,,,,,,
FL100-55_11,5452367.592,6243168.927,,,,,-18,,,,,,,-42,,,-22,-28,,,-24,,
FL100-55_32,5297986.998,5821843.436,-15,,,,-21,-21,-22,-24,,,,-29,,,,,,,,,
FL100-55_12,5610785.906,6201801.579,,,,,-35,,,,,,,-53,,,-35,-42,,,-37,,
FL100-50_18,5554758.114,6170780.272,,,,,-27,,,,,,,-48,,,-29,-36,,,-31,,
FL100-55_14,5528475.959,6233527.169,,,,,-11,,,,,,,-37,,,-19,-23,,,-20,,
FL100-40_25,5578442.718,5852287.832,43,,,,35,36,46,33,,,,30,,59,,,,,,,
FL100-50_13,5493690.726,5734953.525,40,,,,28,28,37,29,,,,20,,71,,,,,,,
FL50-35_2,5316650.517,5905849.85,,26,,,25,30,34,23,,,,22,37,,,,,,25,,
FL50-35_13,5722521.038,6025759.351,,-42,,,-43,-34,-33,-46,,,,-50,-34,,,,,,,,
FL50-35_14,5250639.505,6109672.338,,,,,-31,,,,,,,-54,,,-49,-50,,,-49,,
FL50-35_15,5700477.834,6080568.496,,-43,,,-43,-35,-34,-46,,,,-50,-34,,,,,,,,
FL50-40_4,5380523.891,6087961.992,,,,,-22,,,,,,,-50,,,-43,-44,,,-44,,
FL50-40_5,5418147.286,6088179.228,,,,,-24,,,,,,,-53,,,-48,-46,,,-49,,
FL50-40_24,5330360.063,6084762.556,,,,,-43,,,,,,,-61,,,-57,-58,,,-58,,
FL50-40_25,5475340.166,6274458.865,,,,,-23,,,,,,,-52,,,-47,-47,,,-48,,
FL50-40_6,5267487.291,5871418.534,,-12,,,-11,-4,0,-16,,,,-15,-1,,,,,,-13,,
FL50-35_8,5731195.715,6068486.405,,-42,,,-43,-35,-33,-46,,,,-50,-34,,,,,,,,
FL50-35_11,5555293.193,6132401.401,,-55,,,-54,-48,-47,-57,,,,-59,-47,,,,,,,,
FL50-40_21,5501923.252,6282753.311,,,,,-20,,,,,,,-51,,,-47,-45,,,-47,,
FL50-35_12,5261150.334,6031131.269,,-45,,,-44,-37,-33,-50,,,,-47,-31,,,,,,-44,,
FL50-40_11,5492349.108,5963296.191,22,,,,19,23,40,15,,,,21,,37,,,,,,,
FL50-40_15,5528317.854,5957198.617,24,,,,21,26,43,18,,,,23,,39,,,,,,,
FL50-40_18,5672742.92,5850014.502,51,,,,51,56,74,48,,,,50,,62,,,,,,,
FL50-40_19,5412550.48,5946300.552,,-30,,,-29,-18,-12,-31,,,,-40,-25,,,,,,,,
FL50-40_9,5378364.702,5812675.551,36,,,,31,33,41,31,,,,31,,55,,,,,,,
FL50-40_10,5349682.299,5888941.31,28,,,,23,25,33,24,,,,23,,44,,,,,,,
FL50-40_20,5695475.786,5935011.915,-29,,,,-35,-33,-22,-38,,,,-34,,-3,,,,,,,
FL50-40_12,5288911.811,6148414.865,,,,,-33,,,,,,,-55,,,-49,-51,,,-50,,
FL50-45_2,5463521.959,6147747.883,,,,,-28,,,,,,,-54,,,-50,-49,,,-50,,
FL50-40_13,5402661.897,5902522.11,18,,,,12,18,39,10,,,,13,,42,,,,,,,
FL50-40_14,5629887.434,5979516.763,-11,,,,-15,-11,4,-18,,,,-14,,10,,,,,,,
FL50-45_3,5521721.931,6024004.646,,1,,,4,16,25,0,,,,-11,0,,,,,,,,
FL50-45_1,5390128.217,6115954.36,,,,,-24,,,,,,,-51,,,-45,-45,,,-45,,
FL50-45_4,5582060.837,6206385.854,,,,,-39,,,,,,,-59,,,-55,-55,,,-56,,
FL50-40_7,5480829.982,6100628.376,,,,,-24,,,,,,,-53,,,-49,-47,,,-49,,
FL50-40_1,5446125.347,5929681.11,14,,,,9,14,32,5,,,,11,,32,,,,,,,
FL50-40_16,5315574.17,6107130.111,,,,,-27,,,,,,,-53,,,-48,-48,,,-48,,
FL50-45_5,5454443.357,6233821.484,,,,,-25,,,,,,,-53,,,-49,-47,,,-49,,
FL50-45_6,5563994.88,6172539.686,,,,,-39,,,,,,,-59,,,-55,-55,,,-55,,
FL50-45_7,5551340.346,6221550.934,,,,,-24,,,,,,,-52,,,-48,-46,,,-49,,
FL50-45_8,5553844.94,5890553.687,22,,,,20,25,42,16,,,,21,,37,,,,,,,
FL50-40_8,5556871.161,5733196.173,62,,,,57,63,82,54,,,,58,,82,,,,,,,
FL50-40_17,5741365.006,5888596.974,40,,,,39,45,62,37,,,,39,,50,,,,,,,
m-AF100-30_3,5443973.004,5696371.614,,,,,,,,,,,,51,,,,,,,,,
m-AF100-15_1,5777233.789,5903689.396,,,,,,,,,,,,43,,,,,,,,,
m-Ar100-45_1,5739418.421,6104764.271,,,,,,,,,,,,-41,,,,,,,,,
m-Ar100-40_1,5752702.543,5992644.599,,,,,,,,,,,,,,,,,15,,,,
m-Ar100-45_2,5726033.784,5824207.497,,,,,,,,,,,,71,,,,,,,,,
m-Ar100-40_2,5750726.212,5947272.869,,,,,,,,,,,,-3,,,,,,,,,
m-ArL100-45_1,5608804.981,6229253.624,,,,,,,,,,,,,,,,,-31,,,,
m-ArL100-45_2,5635739.846,6200181.96,,,,,,,,,,,,,,,,,-40,,,,
m-F100-0_3,5299756.827,5690638.592,,,,,,,,,,,,,,,,,-11,,,,
m-F100-0_1,5318324.124,5638957.469,,,,,,,,,,,,,,,,,-23,,,,
m-F100-0_2,5308137.349,5506425.017,,,,,,,,,,,,,,,,,-55,,,,
m-FA100-30_5,5316782.801,5932425.513,,,,,,,,,,,,-3,,,,,,,,,
m-FA100-30_6,5263905.757,5909850.791,,,,,,,,,,,,-27,,,,,,,,,
m-FAr100-40_1,5227265.477,5808386.259,,,,,,,,,,,,,,,,,-12,,,,
m-FL50-40_3,5497936.735,5995003.195,,,,,,,,,,,,18,,,,,,,,,
m-FL50-35_1,5446060.365,6024594.27,,,,,,,,,,,,-46,,,,,,,,,
m-FL50-35_2,5503309.704,6146965.15,,,,,,,,,,,,-54,,,,,,,,,
m-FL50-35_3,5705767.66,6110196.715,,,,,,,,,,,,-62,,,,,,,,,
m-FL50-40_4,5542119.324,6045620.735,,,,,,,,,,,,-31,,,,,,,,,
m-FL50-40_2,5478269.031,6065271.976,,,,,,,,,,,,-49,,,,,,,,,
m-FL50-40_5,5503672.033,6189868.14,,,,,,,,,,,,-54,,,,,,,,,
m-FL50-35_4,5728623.173,6100121.524,,,,,,,,,,,,-62,,,,,,,,,
m-FL50-35_5,5530431.113,6167969.826,,,,,,,,,,,,-55,,,,,,,,,
m-FL50-40_6,5372200.384,5963124.989,,,,,,,,,,,,-49,,,,,,,,,
m-FL50-40_7,5672252.129,5997719.537,,,,,,,,,,,,-34,,,,,,,,,
m-FL50-40_8,5566582.396,5948158.902,,,,,,,,,,,,22,,,,,,,,,
m-FL50-45_1,5598951.267,5933200.085,,,,,,,,,,,,22,,,,,,,,,
ArL100-40_2,5730489.888,6087877.466,,-33,,,-43,-40,-40,-43,,,,-53,-17,,,,,,,,
FA100-30_32,5747914.221,6072387.359,,-21,,,-27,-21,-21,-30,,,,-36,-10,,,,,,,,
ArL100-40_3,5730489.888,6087877.466,,-33,,,-43,-40,-40,-43,,,,-53,-17,,,,,,,,
FArL100-40_2,5694701.74,6115304.228,,-40,,,-50,-48,-48,-50,,,,-61,-23,,,,,,,,
ArL100-40_4,5730489.888,6087877.466,,-33,,,-43,-40,-40,-43,,,,-53,-17,,,,,,,,
FL50-35_9,5731195.715,6068486.405,,-42,,,-43,-35,-33,-46,,,,-50,-34,,,,,,,,
FA100-30_33,5747914.221,6072387.359,,-21,,,-27,-21,-21,-30,,,,-36,-10,,,,,,,,
FL50-35_10,5731195.715,6068486.405,,-42,,,-43,-35,-33,-46,,,,-50,-34,,,,,,,,
A100-15_1,4968848.741,6505124.888,,,,,,4,,,,,,,,,,-7,0,,-19,,-17
AF100-15_1,5079509.796,6146068.323,,,,,,,,,,,,-20,,,-16,-12,,,-15,,
AF20-30_1,5006374.711,6539112.468,,,,,,-11,,,,,,,,,,-21,-31,,-41,,-43
AF20-35_1,5097517.991,6624294.086,,,,,,2,,,,,,,,,,-7,-17,,-26,,-32
F100-30_5,4962030.477,6542468.062,,,,,,-14,,,,,,,,,,-25,-14,,-28,,-22
F100-40_17,5283740.987,6563713.747,,,,,,-17,,,,,,,,,,-23,-20,,-26,,-21
F100-40_18,5288256.945,6371846.347,,,,,,,,,,,,-32,,,-9,-13,,,-11,,
F100-40_19,5298328.761,6524911.962,,,,,,-22,,,,,,,,,,-27,-25,,-30,,-24
F100-50_11,5262739.453,6263849.264,,,,,,,,,,,,-10,,,9,13,,,9,,
F100-50_17,4984113.331,6506957.325,,,,,,-11,,,,,,,,,,-21,-13,,-24,,-18
F100-35_30,5080242.778,6725279.404,,,,,,,,,,,,,,,,,16,13,7,37,
F20-40_1,5108045.483,6672379.941,,,,,,3,,,,,,,,,,-12,-23,,-43,,-51
F40-40_2,5063317.166,6545682.858,,,,,,10,,,,,,,,,,-6,-7,,-33,,-35
FA100-35_38,4981654.603,6609637.389,,,,,,-19,,,,,,,,,,-29,-18,,-31,,-26
FA100-35_20,4961275.255,6581536.089,,,,,,-9,,,,,,,,,,-19,-9,,-24,,-19
FA100-30_1,5173976.273,6566492.406,,,,,,34,,,,,,,,,,25,25,,7,,7
FA100-35_24,5171580.078,6130613.781,,,,,,,,,,,,-44,,,-25,-33,,,-27,,
FA100-35_25,5206315.617,6427893.641,,,,,,11,,,,,,,,,,3,7,,-2,,2
FA100-35_26,5210612.656,6234400.479,,,,,,,,,,,,-6,,,1,11,,,2,,
FA100-30_12,5262170.712,6431981.135,,,,,,,,,,,,,,,-12,-17,-10,,-13,,
FA100-35_23,5150593.556,6325782.128,,,,,,15,,,,,,,,,,5,11,,-1,,3
FA100-50_11,5286802.726,6306781.597,,,,,,,,,,,,-37,,,-22,-25,,,-23,,
FA100-35_18,4974554.645,6493492.801,,,,,,-6,,,,,,,,,,-16,-8,,-21,,-18
FA100-35_22,5039237.257,6668614.4,,,,,,30,,,,,,,,,,21,22,,5,,5
FA100-35_19,5042255.414,6272205.742,,,,,,53,,,,,,,,,,43,46,,31,,31
FA100-50_1,5166805.074,6446805.663,,,,,,27,,,,,,,,,,17,22,,10,,13
FA100-30_13,5134399.783,6199993.715,,,,,,,,,,,,0,,,6,17,,,7,,
FA100-50_2,5139322.804,6557490.395,,,,,,10,,,,,,,,,,0,6,,-6,,-3
FA100-35_39,5094676.152,6481246.678,,,,,,-4,,,,,,,,,,-12,-8,,-18,,-14
FA100-50_3,5172900.35,6443111.566,,,,,,27,,,,,,,,,,17,22,,10,,14
FA100-35_27,5163205.043,6218145.421,,,,,,,,,,,,1,,,5,17,,,6,,
FA100-40_5,5228687.804,6430685.395,,,,,,,,,,,,,,,-4,-5,1,,-6,,
FA100-40_8,5163565.519,6497914.502,,,,,,-4,,,,,,,,,,-13,-8,,-18,,-14
FA100-35_28,5098543.27,6322813.445,,,,,,18,,,,,,,,,,9,15,,2,,6
FA100-45_1,5052861.059,6437188.953,,,,,,3,,,,,,,,,,-8,0,,-14,,-11
FA100-45_2,5056854.927,6452464.096,,,,,,3,,,,,,,,,,-8,0,,-14,,-11
FA100-35_41,4996259.934,6611813.412,,,,,,1,,,,,,,,,,-11,-1,,-18,,-14
FA100-35_29,5144887.643,6147244.971,,,,,,,,,,,,-8,,,2,9,,,3,,
FA100-30_14,5206353.388,6300089.478,,,,,,,,,,,,-8,,,3,11,,,3,,
FA100-35_2,5073092.074,6349446.998,,,,,,20,,,,,,,,,,11,17,,4,,8
FA100-35_40,4981277.048,6580792.709,,,,,,-2,,,,,,,,,,-13,-3,,-19,,-15
FA100-50_4,5115800.547,6712128.491,,,,,,37,,,,,,,,,,27,29,,11,,11
FA60-30_1,5178355.808,6655695.59,,,,,,29,,,,,,,,,,17,14,,-10,,-13
FA70-55_1,5029211.615,6451389.798,,,,,,1,-2,,,,,,,,,-18,-5,,-27,,
FL100-35_30,5254632.963,6493995.001,,,,,,-16,,,,,,,,,,-20,-18,,-22,,-16
FL100-35_13,5221742.168,6509505.884,,,,,,-17,,,,,,,,,,-23,-20,,-24,,-20
FL100-40_1,5006610.959,6515062.41,,,,,,1,,,,,,,,,,-9,-1,,-12,,-6
FL100-35_12,5205351.935,6660098.286,,,,,,39,,,,,,,,,,29,32,,17,,19
FL100-50_5,5214687.905,6380523.135,,,,,,,,,,,,,,,-11,-15,-10,,-14,,
FL100-35_17,5168567.3,6271670.215,,,,,,28,,,,,,-6,,,,20,,,12,,14
FL100-30_3,5242340.605,6415093.456,,,,,,,,,,,,,,,-7,-14,-10,,-9,,
FL100-35_18,5147096.53,6296115.455,,,,,,7,,,,,,-18,,,,-1,,,-4,,1
FL100-30_4,5265750.566,6394821.085,,,,,,,,,,,,,,,2,-2,3,,1,,
FL100-50_3,5133649.448,6595298.626,,,,,,35,,,,,,,,,,26,28,,11,,13
FL100-50_19,5099680.534,6500861.826,,,,,,6,,,,,,,,,,-2,3,,-5,,0
FL100-35_20,5173087.149,6133834.447,,,,,,,,,,,,-44,,,-19,-29,,,-21,,
FL100-50_6,5157583.732,6387191.76,,,,,,24,,,,,,,,,,16,20,,12,,17
FL100-30_1,5099125.767,6162686.212,,,,,,,,,,,,5,,,16,24,,,16,,
FL100-35_21,5218102.952,6270154.852,,,,,,,,,,,,-6,,,11,16,,,11,,
FL100-30_5,5268247.204,6450149.004,,,,,,,,,,,,,,,-14,-19,-16,,-16,,
FL100-40_4,5164472.157,6485304.273,,,,,,-8,,,,,,,,,,-16,-12,,-18,,-13
FL100-35_19,5125587.876,6333435.216,,,,,,17,,,,,,,,,,9,16,,6,,11
FL100-35_14,5021620.976,6420280.339,,,,,,33,27,,,,,,,,,19,31,,19,,
FL100-40_14,5244724.341,6561601.641,,,,,,9,,,,,,,,,,1,6,,-2,,4
FL100-55_16,5009182.052,6504106.127,,,,,,0,,,,,,,,,,-10,-3,,-14,,-8
FL100-50_4,5153247.978,6651566.381,,,,,,33,,,,,,,,,,23,27,,13,,14
FL100-35_15,5047542.391,6279994.194,,,,,,43,,,,,,12,,,,34,,,28,,32
FL100-50_7,5182626.65,6151047.04,,,,,,,,,,,,0,,,11,19,,,12,,
FL100-50_8,5197421.718,6410466.14,,,,,,10,,,,,,,,,,3,6,,0,,5
FL100-50_9,5209056.918,6240789.925,,,,,,,,,,,,-6,,,10,15,,,10,,
FL100-50_10,5238021.551,6376029.074,,,,,,,,,,,,,,,4,1,6,,3,,
FL100-35_22,5090107.74,6293951.977,,,,,,10,,,,,,-15,,,,1,,,-3,,1
FL100-35_39,5003451.995,6518423.101,,,,,,2,,,,,,,,,,-9,-1,,-11,,-6
FL100-35_1,5123885.65,6707639.76,,,,,,39,,,,,,,,,,30,32,,18,,19
FL100-35_2,5062174.257,6281573.727,,,,,,21,,,,,,-7,,,,12,,,6,,10
FL100-35_31,4989090.753,6598406.542,,,,,,-3,,,,,,,,,,-13,-3,,-17,,-11
FL100-50_20,5044211.016,6610710.854,,,,,,-4,,,,,,,,,,-12,-7,,-14,,-9
FL100-50_1,4996719.065,6456582.432,,,,,,-2,-6,,,,,,,,,-15,-5,,-14,,
FL100-50_21,5014433.656,6588219.174,,,,,,-13,,,,,,,,,,-20,-15,,-21,,-17
FL100-50_22,5053188.732,6662273.789,,,,,,31,,,,,,,,,,22,25,,11,,13
FL60-35_1,5266069.32,6445028.554,,,,,,,,,,,,,,,-31,-28,-19,,-32,,
m-AF100-40_1,5051423.978,6432817.881,,,,,,,,,,,,,,,,,18,,,,
m-AF100-40_2,5032566.207,6533477.873,,,,,,,,,,,,,,,,,17,,,,
m-AF100-30_1,5056381.857,6162633.18,,,,,,,,,,,,26,,,,,,,,,
m-AF100-30_2,5066047.935,6233282.652,,,,,,,,,,,,30,,,,,,,,,
m-AF20-40_1,5068472.546,6588135.595,,,,,,,,,,,,,,,,,-25,,,,
m-AF20-40_2,5075139.094,6496752.241,,,,,,,,,,,,,,,,,-7,,,,
m-AF20-40_3,5018490.55,6534364.341,,,,,,,,,,,,,,,,,-33,,,,
m-AF20-35_1,5109896.858,6678027.091,,,,,,,,,,,,,,,,,-13,,,,
m-AF70-30_1,5064795.942,6618317.129,,,,,,,,,,,,,,,,,8,,,,
m-AF70-30_2,5076397.057,6660627.27,,,,,,,,,,,,,,,,,14,,,,
m-F100-30_1,4967992.65,6556823.385,,,,,,,,,,,,,,,,,-14,,,,
m-F20-35_1,5052523.244,6358494.008,,,,,,,,,,,,,,,,,6,,,,
m-F20-40_1,5038634.395,6327056.843,,,,,,,,,,,,,,,,,4,,,,
m-F40-45_1,5044272.323,6354765.03,,,,,,,,,,,,,,,,,23,,,,
m-FA100-35_9,5114910.417,6257894.021,,,,,,,,,,,,-15,,,,,,,,,
m-FA100-30_1,5184140.66,6674167.472,,,,,,,,,,,,,,,,,27,,,,
m-FA100-35_1,5041042.236,6272283.503,,,,,,,,,,,,,,,,,47,,,,
m-FA100-35_14,5002730.192,6636282.419,,,,,,,,,,,,,,,,,-17,,,,
m-FA100-35_10,5230457.761,6349526.163,,,,,,,,,,,,-15,,,,,,,,,
m-FA100-30_2,5184127.228,6598903.498,,,,,,,,,,,,,,,,,28,,,,
m-FA100-35_11,5139152.372,6163569.838,,,,,,,,,,,,-7,,,,,,,,,
m-FA100-35_12,5161780.658,6309174.943,,,,,,,,,,,,-15,,,,,,,,,
m-FA40-30_1,5021866.683,6667233.304,,,,,,,,,,,,,,,,,-6,,,,
m-FA60-35_1,5145326.213,6156198.665,,,,,,,,,,,,-18,,,,,,,,,
m-FA60-35_2,5166749.137,6185523.353,,,,,,,,,,,,-17,,,,,,,,,
m-FA70-55_2,5043268.67,6439758.41,,,,,,,,,,,,,,,,,-4,,,,
m-FA70-45_2,5044520.226,6509125.162,,,,,,,,,,,,,,,,,2,,,,
m-FL100-40_3,5183409.604,6358597.582,,,,,,,,,,,,,,,,,9,,,,
m-FL100-40_4,5102342.535,6190605.362,,,,,,,,,,,,3,,,,,,,,,
m-FL100-35_7,5281912.841,6486509.681,,,,,,,,,,,,,,,,,-19,,,,
m-FL100-35_8,5232680.287,6542711.66,,,,,,,,,,,,,,,,,30,,,,
m-FL100-40_2,5110357.572,6246784.771,,,,,,,,,,,,-19,,,,,,,,,
m-FL100-40_1,5265736.85,6265134.741,,,,,,,,,,,,-6,,,,,,,,,
m-FL100-35_1,5180648.389,6654061.026,,,,,,,,,,,,,,,,,30,,,,
m-FL100-30_2,5126137.386,6154928.252,,,,,,,,,,,,-6,,,,,,,,,
m-FL100-30_3,5148061.364,6209355.85,,,,,,,,,,,,2,,,,,,,,,
m-FL100-30_1,5219408.38,6677815.046,,,,,,,,,,,,,,,,,33,,,,
m-FL100-35_2,5049853.738,6308030.836,,,,,,,,,,,,,,,,,9,,,,
F100-35_31,5080242.778,6725279.404,,,,,,,,,,,,,,,,,16,13,7,37,
FA100-50_5,5115800.547,6712128.491,,,,,,37,,,,,,,,,,27,29,,11,,11
FL100-50_23,5053188.732,6662273.789,,,,,,31,,,,,,,,,,22,25,,11,,13
A100-15_3,4916538.32,6848343.206,,,,,,,,,,,,,,,,,-1,-16,-17,0,
A80-40_1,4944094.02,6810411.457,,,,,,,,,,,,,,,,,-4,-21,-20,-7,
AF80-35_1,4886535.606,6860809.366,,,,,,,,,,,,,,,,,2,-18,-17,-2,
F100-55_13,4983156.035,6826125.257,,,,,,,,,,,,,,,,,-18,-29,-31,-5,
FA100-75_1,4914733.923,7011842.078,,,,,,,,,,,,,,,,,42,25,24,44,
FArL80-45_1,4993510.894,6740293.663,,,,,,,,,,,,,,,,,-25,-36,-41,-9,
m-A100-45_1,4655764.341,7131302.836,,,,,,,,,,,,,,,,,21,,,,
m-A100-30_23,4866604.611,6863007.018,,,,,,,,,,,,,,,,,6,,,,
m-A100-15_2,4772947.709,6885179.912,,,,,,,,,,,,,,,,,-3,,,,
m-AF80-35_4,4870809.87,6907363.112,,,,,,,,,,,,,,,,,6,,,,
m-AF80-55_2,4790887.802,7187716.717,,,,,,,,,,,,,,,,,48,,,,
m-AF80-55_1,4731970.641,6950770.515,,,,,,,,,,,,,,,,,3,,,,
m-FA100-75_1,4736460.15,7041116.216,,,,,,,,,,,,,,,,,26,,,,
m-FA100-65_1,4867241.167,7071505.729,,,,,,,,,,,,,,,,,53,,,,
m-FA70-55_1,4722361.682,7058871.263,,,,,,,,,,,,,,,,,16,,,,
m-FArL80-45_1,5003672.402,6728706.799,,,,,,,,,,,,,,,,,-27,,,,
A80-40_2,4944094.02,6810411.457,,,,,,,,,,,,,,,,,-4,-21,-20,-7,
F100-55_14,4983156.035,6826125.257,,,,,,,,,,,,,,,,,-18,-29,-31,-5,
F100-55_15,4983156.035,6826125.257,,,,,,,,,,,,,,,,,-18,-29,-31,-5,
F100-55_16,4983156.035,6826125.257,,,,,,,,,,,,,,,,,-18,-29,-31,-5,
F100-55_17,4983156.035,6826125.257,,,,,,,,,,,,,,,,,-18,-29,-31,-5,
m-A100-15_3,4772947.709,6885179.912,,,,,,,,,,,,,,,,,-3,,,,
Ar60-45_1,5369038.27,7223450.426,,,,,,,,,103,102,,,,,,,115,103,103,121,
Ar80-40_1,5258750.812,7189377.267,,,,,,,,,50,49,,,,,,,74,60,64,96,
F100-35_1,5407765.239,7064326.35,,,,,,,,,-16,-14,,,,,,,6,7,15,47,
F100-40_2,5422973.928,7037026.806,,,,,,,,,-16,-14,,,,,,,5,7,14,46,
F100-35_2,5374717.137,7044217.406,,,,,,,,,-39,-37,,,,,,,-24,-21,-16,7,
F100-40_11,5450950.917,7019261.504,,,,,,,,,-20,-18,,,,,,,0,3,10,41,
F100-40_12,5485146.143,7042007.552,,,,,,,,,-19,-17,,,,,,,1,4,11,42,
F100-40_1,5429105.173,7095738.442,,,,,,,,,-15,-13,,,,,,,6,8,15,48,
F40-35_1,5343405.349,7090399.515,,,,,,,,,-45,-45,,,,,,,-21,-42,-38,-1,
F60-35_1,5341383.167,7218168.174,,,,,,,,,39,38,,,,,,,67,49,54,92,
F60-35_2,5336899.992,7186216.245,,,,,,,,,33,32,,,,,,,55,38,41,76,
F60-35_4,5377603.134,7156013.47,,,,,,,,,-14,-15,,,,,,,11,-5,0,39,
F80-40_1,5414638.411,7015090.387,,,,,,,,,-37,-37,,,,,,,-18,-23,-17,12,
F80-40_2,5351122.584,7017755.313,,,,,,,,,-38,-37,,,,,,,-18,-24,-19,10,
F80-40_3,5383745.115,7013617.462,,,,,,,,,-37,-36,,,,,,,-17,-22,-17,13,
F80-35_1,5538891.925,7039094.242,,,,,,,,,-19,-19,,,,,,,-2,-6,-1,30,
F80-35_4,5583906.706,7046402.915,,,,,,,,,-23,-23,,,,,,,-7,-11,-5,24,
F80-35_2,5410887.459,7225986.356,,,,,,,,,71,71,,,,,,,91,84,88,113,
F80-35_5,5627206.071,7014540.409,,,,,,,,,-42,-41,,,,,,,-30,-28,-24,-1,
F80-40_4,5453949.986,7163751.599,,,,,,,,,-25,-24,,,,,,,-8,-12,-7,22,
F80-40_5,5541260.931,6980155.428,,,,,,,,,23,23,,,,,,,49,39,45,77,
F80-35_3,5246203.452,7246953.152,,,,,,,,,63,63,,,,,,,90,79,82,104,
F80-35_6,5243595.727,7186127.677,,,,,,,,,28,28,,,,,,,51,41,46,77,
FA100-35_53,5629842.112,6982201.225,,,,,,,,,-8,-8,,,,,,,10,5,10,36,
FA100-35_42,5626322.906,7019291.853,,,,,,,,,-31,-30,,,,,,,-18,-17,-13,9,
FA100-35_30,5471310.081,7171074.665,,,,,,,,,-18,-17,,,,,,,-3,-5,0,26,
FA100-35_31,5490541.338,7086072.779,,,,,,,,,-1,0,,,,,,,18,12,17,43,
FA100-35_43,5574915.515,7065747.05,,,,,,,,,-19,-18,,,,,,,-4,-5,0,26,
FA100-35_32,5538881.507,7068434.56,,,,,,,,,-17,-17,,,,,,,-3,-4,1,27,
FA100-35_44,5627160.374,7036697.9,,,,,,,,,-28,-28,,,,,,,-15,-15,-10,11,
FA100-30_15,5230753.695,7206487.372,,,,,,,,,31,32,,,,,,,52,46,50,72,
FA60-40_1,5526977.242,7025627.26,,,,,,,,,-8,-9,,,,,,,18,-2,2,36,
FA60-30_2,5187988.809,7164894.484,,,,,,,,,-13,-14,,,,,,,20,-3,3,37,
FA80-40_1,5336256.006,7130593.819,,,,,,,,,-31,-30,,,,,,,-11,-19,-13,16,
FA80-45_1,5446445.155,7144811.245,,,,,,,,,-25,-24,,,,,,,-10,-15,-11,14,
FAr40-35_1,5365194.275,7263898.407,,,,,,,,,97,95,,,,,,,120,96,96,127,
FAr40-35_2,5299671.886,7307595.283,,,,,,,,,99,97,,,,,,,118,98,96,120,
FAr60-35_1,5417646.976,7073116.142,,,,,,,,,-19,-19,,,,,,,7,-7,-1,40,
FAr60-35_2,5407159.227,7118551.393,,,,,,,,,-18,-18,,,,,,,9,-6,0,42,
FArA60-30_1,5339339.362,7116838.826,,,,,,,,,-41,-41,,,,,,,-17,-33,-28,7,
FArA60-30_3,5379962.353,7126832.18,,,,,,,,,-38,-38,,,,,,,-15,-30,-25,10,
FArL100-40_4,5607296.936,7066789.492,,,,,,,,,-24,-22,,,,,,,-11,-5,1,28,
FArL100-40_5,5590592.112,6955384.916,,,,,,,,,32,33,,,,,,,56,53,60,90,
FArL100-40_3,5649316.193,7033860.472,,,,,,,,,-32,-29,,,,,,,-19,-10,-4,22,
FArL40-40_1,5380489.17,7239771.809,,,,,,,,,117,115,,,,,,,133,116,115,138,
FArL40-35_1,5307930.287,7278966.471,,,,,,,,,58,56,,,,,,,97,65,70,110,
FArL80-35_1,5363672.005,6917598.19,,,,,,,,,-36,-35,,,,,,,-17,-19,-13,16,
FArL80-35_2,5342350.297,6933299.782,,,,,,,,,-43,-43,,,,,,,-27,-30,-26,-2,
FArL80-40_1,5458236.144,7080845.145,,,,,,,,,-17,-16,,,,,,,5,4,11,45,
FArL80-40_2,5456201.415,6993715.444,,,,,,,,,-30,-29,,,,,,,-11,-11,-5,25,
FL100-35_3,5419930.035,7050551.474,,,,,,,,,-12,-10,,,,,,,8,7,13,41,
FL100-35_25,5424626.658,6951627.933,,,,,,,,,-36,-34,,,,,,,-22,-16,-11,11,
FL100-35_4,5391061.408,7029325.803,,,,,,,,,-30,-28,,,,,,,-15,-12,-6,17,
FL100-35_5,5362242.039,6945210.635,,,,,,,,,-37,-36,,,,,,,-23,-21,-16,5,
FL100-35_6,5380594.439,7018961.258,,,,,,,,,-30,-28,,,,,,,-14,-12,-6,17,
FL100-35_23,5482528.706,7006701.349,,,,,,,,,-20,-18,,,,,,,-1,1,8,36,
FL100-30_2,5382973.533,6911959.596,,,,,,,,,-26,-24,,,,,,,-8,-5,1,27,
