centroide,CoordX,CoordY,S1-III,S1-IV,TS(TL),TS(TC),M1.2,M1.1,G1.1,G1.2,A1.1,A1.2,TL,P,TS(S2)IV,TS(S2)III,TS(S2)V,S1-V,CN,S1-VII,M2.1,M2.2,TS(S2)VI
FA100-35_1,5214753.44,5587599.641,-22,,,,-41,-50,-44,-27,,,,,,,,,-46,,,,
FA100-50_12,5376671.713,6170252.382,,,,,-19,-15,-20,-27,,,,-22,,,19,-12,,,12,,
FA100-35_33,5528313.773,6073621.129,,5,,,-19,-16,-24,-16,,,,-16,25,,,,,,,,
FA100-50_15,5355721.126,6126251.296,,,,,-18,-14,-19,-25,,,,-21,,,20,-11,,,13,,
FA100-35_47,5732375.119,5838236.899,33,,,,19,13,8,25,,,,17,,46,,,,,,,
FA100-50_16,5463865.077,6061393.323,,,,,-19,-14,-20,-27,,,,-20,,,18,-12,,,11,,
FA100-40_6,5354701.951,6058247.802,,,,,-26,-22,-26,-34,,,,-29,,,10,-20,,,2,,
FA100-35_34,5276915.202,5890975.333,,5,,,-10,-21,-24,-2,,,,-20,42,,,,,,22,,
FA100-30_31,5747914.221,6072387.359,,4,,,-21,-20,-27,-18,,,,-21,25,,,,,,,,
FA100-30_8,5258137.551,5999357.406,,-3,,,-15,-25,-27,-8,,,,-24,27,,,,,,10,,
FA100-35_3,5221185.75,5542897.54,-19,,,,-39,-48,-42,-24,,,,,,,,,-44,,,,
FA100-35_50,5286333.811,5614631.397,-7,,,,-31,-43,-36,-12,,,,,,,,,-35,,,,
FA100-40_7,5366858.3,6220094.28,,,,,-5,0,-5,-13,,,,-7,,,34,2,,,27,,
FA100-35_51,5229653.021,5888292.572,,-8,,,-22,-33,-34,-14,,,,-36,30,,,,,,8,,
FA100-30_2,5199637.448,5903298.165,,8,,,-10,-22,-25,0,,,,-25,49,,,,,,26,,
FA100-35_52,5325112.585,5697291.53,0,,,,-25,-36,-30,-5,,,,-43,,,,,,,,,
FA100-30_25,5370158.313,5947707.889,,10,,,-16,-13,-22,-12,,,,-13,29,,,,,,,,
FA100-30_3,5230465.545,5805824.315,,-4,,,-18,-29,-31,-10,,,,,33,,,,-6,,12,,
FA100-30_26,5299873.394,5920555.825,,-3,,,-16,-26,-28,-9,,,,-24,33,,,,,,13,,
FA100-30_6,5254805.968,5647525.383,-4,,,,-28,-40,-33,-10,,,,,,,,,-30,,,,
FA100-35_37,5259759.894,5900624.96,,-2,,,-16,-27,-29,-8,,,,-27,36,,,,,,14,,
FA100-30_9,5233877.441,5944214.883,,-1,,,-14,-24,-26,-7,,,,-22,30,,,,,,12,,
FA100-35_54,5249270.546,5519713.245,-22,,,,-39,-48,-43,-26,,,,,,,,,-44,,,,
FA30-35_2,5212117.541,5874668.648,,-50,,,-58,-59,-62,-54,,,,-57,-7,,,,,,-37,,
FA30-35_1,5246527.564,5634678.598,-50,,,,-62,-64,-63,-54,,,,,,,,,-56,,,,
FA50-35_1,5226033.274,5598600.316,-44,,,,-58,-62,-60,-47,,,,,,,,,-56,,,,
FA50-35_2,5230490.732,5515458.595,-40,,,,-56,-60,-58,-44,,,,,,,,,-53,,,,
FA80-40_2,5303740.684,5705982.731,-9,,,,-34,-44,-39,-14,,,,-47,,,,,,,,,
FA90-35_1,5222223.178,5706486.351,-7,,,,-31,-40,-35,-13,,,,,,,,,-25,,,,
FA90-30_1,5279921.394,5543159.418,-21,,,,-41,-50,-45,-26,,,,,,,,,-46,,,,
FAr100-40_1,5301272.812,5742952.268,10,,,,-21,-36,-27,3,,,,-48,,,,,,,,,
FAr100-40_2,5248543.176,5770517.153,26,,,,-7,-19,-13,19,,,,,,,,,0,,,,
FAr100-40_8,5385373.954,5739352.643,28,,,,-1,-12,-19,13,,,,-22,,62,,,,,,,
FAr20-35_1,5307099.168,5876179.477,,-60,,,-67,-66,-70,-64,,,,-64,-19,,,,,,-49,,
FArL100-40_1,5694701.74,6115304.228,,44,,,12,14,4,16,,,,6,72,,,,,,,,
FL100-45_3,5635947.016,5769247.209,38,,,,20,11,5,29,,,,11,,55,,,,,,,
FL100-40_10,5472017.784,5791768.835,54,,,,34,24,17,44,,,,24,,70,,,,,,,
FL100-40_11,5497017.486,5823262.391,52,,,,36,29,22,44,,,,29,,67,,,,,,,
FL100-40_5,5426378.155,5777823.472,25,,,,1,-8,-14,13,,,,-15,,51,,,,,,,
FL100-40_15,5667819.264,6015754.365,,13,,,-13,-12,-19,-8,,,,-15,33,,,,,,,,
FL100-40_18,5648494.932,6092825.42,,16,,,-12,-12,-18,-7,,,,-18,39,,,,,,,,
FL100-50_25,5478124.493,6164158.34,,,,,-9,-5,-10,-16,,,,-14,,,34,1,,,27,,
FL100-45_2,5663379.718,6109096.538,,29,,,3,4,-4,7,,,,1,50,,,,,,,,
FL100-40_24,5649500.536,6019856.969,,13,,,-13,-13,-19,-9,,,,-15,33,,,,,,,,
FL100-35_16,5525327.673,5826739.018,56,,,,41,34,28,48,,,,36,,71,,,,,,,
FL100-50_15,5515010.091,6120545.699,,,,,-10,-7,-13,-17,,,,-19,,,37,3,,,30,,
FL100-55_6,5504173.512,6183171.637,,,,,-2,2,-3,-10,,,,-6,,,39,7,,,32,,
FL100-40_9,5701075.182,6048607.738,,14,,,-12,-12,-19,-8,,,,-15,34,,,,,,,,
FL100-35_27,5566571.702,6133255.659,,13,,,-14,-15,-20,-9,,,,-23,36,,,,,,,,
FL100-50_16,5528376.058,6181243.528,,,,,-2,2,-3,-10,,,,-8,,,40,7,,,32,,
FL100-40_13,5683867.769,6095855.353,,27,,,0,1,-6,5,,,,-2,48,,,,,,,,
FL100-60_1,5464117.717,6287457.412,,,,,-6,-5,-10,-11,,,,-16,,,39,6,,,31,,
FL100-60_2,5502198.69,6276936.165,,,,,9,15,9,-1,,,,5,,,45,12,,,37,,
FL100-55_7,5519143.172,5899289.033,27,,,,9,1,-5,17,,,,2,,45,,,,,,,
FL100-40_12,5537965.963,5985100.008,15,,,,-3,-11,-16,6,,,,-12,,36,,,,,,,
FL100-55_1,5314607.568,5751836.777,5,,,,-20,-34,-26,0,,,,-45,,,,,,,,,
FL100-55_13,5623368.964,5787419.863,41,,,,24,16,10,33,,,,14,,57,,,,,,,
FL100-50_14,5493541.085,5778768.69,49,,,,28,18,11,39,,,,18,,66,,,,,,,
FL100-40_8,5550276.255,5777789.21,42,,,,24,15,9,33,,,,15,,59,,,,,,,
FL100-35_29,5370081.671,5920924.986,,11,,,-17,-15,-24,-13,,,,-19,36,,,,,,,,
FL100-55_2,5268194.033,5774920.189,20,,,,-8,-19,-13,14,,,,-27,,,,,,,,,
FL100-55_15,5599869.273,6142181.022,,12,,,-14,-14,-20,-10,,,,-20,35,,,,,,,,
FL100-55_4,5383524.803,5778104.912,18,,,,-4,-13,-19,7,,,,-19,,44,,,,,,,
FL100-50_11,5339468.983,5862227.292,16,,,,-6,-15,-20,5,,,,-20,,42,,,,,,,
FL100-50_17,5460689.635,6197102.139,,,,,-2,2,-3,-10,,,,-7,,,39,7,,,32,,
FL100-35_28,5410106.796,5852143.261,16,,,,-6,-15,-20,5,,,,-22,,41,,,,,,,
FL100-55_8,5560880.65,6101329.959,,14,,,-13,-13,-19,-8,,,,-20,37,,,,,,,,
FL100-55_9,5540179.693,5851494.115,41,,,,23,14,8,32,,,,13,,57,,,,,,,
FL100-55_30,5697400.496,5789191.486,40,,,,26,20,15,33,,,,21,,54,,,,,,,
FL100-55_10,5578002.307,6208653.003,,,,,8,14,9,-2,,,,5,,,43,11,,,36,,
FL100-50_12,5489257.604,6108948.525,,,,,-14,-10,-16,-21,,,,-18,,,27,-4,,,20,,
FL100-55_31,5474712.02,5904179.785,16,,,,-3,-11,-16,6,,,,-9,,38,,,,,,,
FL100-55_11,5452367.592,6243168.927,,,,,1,3,-2,-3,,,,-3,,,45,13,,,37,,
FL100-55_32,5297986.998,5821843.436,18,,,,-8,-18,-13,12,,,,-21,,,,,,,,,
FL100-55_12,5610785.906,6201801.579,,,,,-14,-14,-18,-19,,,,-22,,,29,-3,,,22,,
FL100-50_18,5554758.114,6170780.272,,,,,-12,-11,-15,-18,,,,-20,,,31,-2,,,24,,
FL100-55_14,5528475.959,6233527.169,,,,,4,9,4,-5,,,,1,,,43,10,,,35,,
FL100-40_25,5578442.718,5852287.832,30,,,,10,1,-4,20,,,,-2,,49,,,,,,,
FL100-50_13,5493690.726,5734953.525,52,,,,32,22,15,42,,,,22,,68,,,,,,,
FL50-35_2,5316650.517,5905849.85,,-29,,,-42,-49,-51,-35,,,,-45,15,,,,,,-11,,
FL50-35_13,5722521.038,6025759.351,,-24,,,-48,-46,-52,-45,,,,-46,4,,,,,,,,
FL50-35_14,5250639.505,6109672.338,,,,,-35,-29,-34,-44,,,,-37,,,2,-34,,,-8,,
FL50-35_15,5700477.834,6080568.496,,-22,,,-47,-45,-52,-44,,,,-45,6,,,,,,,,
FL50-40_4,5380523.891,6087961.992,,,,,-44,-40,-44,-51,,,,-45,,,-5,-38,,,-14,,
FL50-40_5,5418147.286,6088179.228,,,,,-42,-36,-41,-50,,,,-43,,,2,-36,,,-8,,
FL50-40_24,5330360.063,6084762.556,,,,,-51,-47,-50,-57,,,,-52,,,-15,-47,,,-24,,
FL50-40_25,5475340.166,6274458.865,,,,,-22,-19,-23,-27,,,,-24,,,24,-15,,,13,,
FL50-40_6,5267487.291,5871418.534,,-21,,,-36,-42,-47,-28,,,,-38,29,,,,,,-1,,
FL50-35_8,5731195.715,6068486.405,,-22,,,-47,-45,-52,-44,,,,-46,6,,,,,,,,
FL50-35_11,5555293.193,6132401.401,,-14,,,-35,-34,-38,-34,,,,-36,15,,,,,,,,
FL50-40_21,5501923.252,6282753.311,,,,,-13,-6,-11,-22,,,,-15,,,28,-11,,,17,,
FL50-35_12,5261150.334,6031131.269,,-28,,,-41,-48,-50,-34,,,,-44,10,,,,,,-13,,
FL50-40_11,5492349.108,5963296.191,-11,,,,-32,-39,-43,-22,,,,-37,,17,,,,,,,
FL50-40_15,5528317.854,5957198.617,-11,,,,-32,-39,-43,-22,,,,-37,,17,,,,,,,
FL50-40_18,5672742.92,5850014.502,14,,,,-10,-19,-26,1,,,,-16,,41,,,,,,,
FL50-40_19,5412550.48,5946300.552,,-16,,,-44,-39,-49,-41,,,,-40,12,,,,,,,,
FL50-40_9,5378364.702,5812675.551,-14,,,,-38,-46,-50,-27,,,,-45,,23,,,,,,,
FL50-40_10,5349682.299,5888941.31,-17,,,,-40,-47,-51,-30,,,,-45,,17,,,,,,,
FL50-40_20,5695475.786,5935011.915,-15,,,,-35,-42,-46,-25,,,,-42,,13,,,,,,,
FL50-40_12,5288911.811,6148414.865,,,,,-39,-32,-37,-47,,,,-41,,,-2,-37,,,-11,,
FL50-45_2,5463521.959,6147747.883,,,,,-39,-35,-39,-45,,,,-40,,,5,-33,,,-5,,
FL50-40_13,5402661.897,5902522.11,-22,,,,-42,-48,-52,-33,,,,-47,,9,,,,,,,
FL50-40_14,5629887.434,5979516.763,-17,,,,-38,-45,-50,-29,,,,-43,,13,,,,,,,
FL50-45_3,5521721.931,6024004.646,,-18,,,-43,-38,-47,-43,,,,-40,11,,,,,,,,
FL50-45_1,5390128.217,6115954.36,,,,,-44,-39,-44,-50,,,,-45,,,-5,-38,,,-14,,
FL50-45_4,5582060.837,6206385.854,,,,,-31,-29,-32,-36,,,,-34,,,10,-26,,,-1,,
FL50-40_7,5480829.982,6100628.376,,,,,-47,-42,-46,-53,,,,-47,,,-4,-40,,,-14,,
FL50-40_1,5446125.347,5929681.11,-20,,,,-40,-46,-50,-31,,,,-44,,9,,,,,,,
FL50-40_16,5315574.17,6107130.111,,,,,-40,-35,-40,-47,,,,-42,,,2,-35,,,-8,,
FL50-45_5,5454443.357,6233821.484,,,,,-1,2,-2,-5,,,,-2,,,42,6,,,32,,
FL50-45_6,5563994.88,6172539.686,,,,,-34,-31,-35,-38,,,,-36,,,7,-29,,,-3,,
FL50-45_7,5551340.346,6221550.934,,,,,-8,0,-6,-18,,,,-10,,,33,-7,,,23,,
FL50-45_8,5553844.94,5890553.687,-6,,,,-29,-37,-42,-19,,,,-35,,25,,,,,,,
FL50-40_8,5556871.161,5733196.173,15,,,,-11,-21,-28,1,,,,-17,,43,,,,,,,
FL50-40_17,5741365.006,5888596.974,54,,,,36,28,22,44,,,,37,,71,,,,,,,
m-AF100-30_3,5443973.004,5696371.614,,,,,,,,,,,,4,,,,,,,,,
m-AF100-15_1,5777233.789,5903689.396,,,,,,,,,,,,43,,,,,,,,,
m-Ar100-45_1,5739418.421,6104764.271,,,,,,,,,,,,3,,,,,,,,,
m-Ar100-40_1,5752702.543,5992644.599,,,,,,,,,,,,,,,,,26,,,,
m-Ar100-45_2,5726033.784,5824207.497,,,,,,,,,,,,31,,,,,,,,,
m-Ar100-40_2,5750726.212,5947272.869,,,,,,,,,,,,-4,,,,,,,,,
m-ArL100-45_1,5608804.981,6229253.624,,,,,,,,,,,,,,,,,8,,,,
m-ArL100-45_2,5635739.846,6200181.96,,,,,,,,,,,,,,,,,7,,,,
m-F100-0_3,5299756.827,5690638.592,,,,,,,,,,,,,,,,,-31,,,,
m-F100-0_1,5318324.124,5638957.469,,,,,,,,,,,,,,,,,-36,,,,
m-F100-0_2,5308137.349,5506425.017,,,,,,,,,,,,,,,,,-50,,,,
m-FA100-30_5,5316782.801,5932425.513,,,,,,,,,,,,-25,,,,,,,,,
m-FA100-30_6,5263905.757,5909850.791,,,,,,,,,,,,-27,,,,,,,,,
m-FAr100-40_1,5227265.477,5808386.259,,,,,,,,,,,,,,,,,-3,,,,
m-FL50-40_3,5497936.735,5995003.195,,,,,,,,,,,,-41,,,,,,,,,
m-FL50-35_1,5446060.365,6024594.27,,,,,,,,,,,,-40,,,,,,,,,
m-FL50-35_2,5503309.704,6146965.15,,,,,,,,,,,,-32,,,,,,,,,
m-FL50-35_3,5705767.66,6110196.715,,,,,,,,,,,,-18,,,,,,,,,
m-FL50-40_4,5542119.324,6045620.735,,,,,,,,,,,,-41,,,,,,,,,
m-FL50-40_2,5478269.031,6065271.976,,,,,,,,,,,,-42,,,,,,,,,
m-FL50-40_5,5503672.033,6189868.14,,,,,,,,,,,,-26,,,,,,,,,
m-FL50-35_4,5728623.173,6100121.524,,,,,,,,,,,,-19,,,,,,,,,
m-FL50-35_5,5530431.113,6167969.826,,,,,,,,,,,,-30,,,,,,,,,
m-FL50-40_6,5372200.384,5963124.989,,,,,,,,,,,,-40,,,,,,,,,
m-FL50-40_7,5672252.129,5997719.537,,,,,,,,,,,,-41,,,,,,,,,
m-FL50-40_8,5566582.396,5948158.902,,,,,,,,,,,,-32,,,,,,,,,
m-FL50-45_1,5598951.267,5933200.085,,,,,,,,,,,,-32,,,,,,,,,
ArL100-40_2,5730489.888,6087877.466,,37,,,6,8,-1,10,,,,0,64,,,,,,,,
FA100-30_32,5747914.221,6072387.359,,4,,,-21,-20,-27,-18,,,,-21,25,,,,,,,,
ArL100-40_3,5730489.888,6087877.466,,37,,,6,8,-1,10,,,,0,64,,,,,,,,
FArL100-40_2,5694701.74,6115304.228,,44,,,12,14,4,16,,,,6,72,,,,,,,,
ArL100-40_4,5730489.888,6087877.466,,37,,,6,8,-1,10,,,,0,64,,,,,,,,
FL50-35_9,5731195.715,6068486.405,,-22,,,-47,-45,-52,-44,,,,-46,6,,,,,,,,
FA100-30_33,5747914.221,6072387.359,,4,,,-21,-20,-27,-18,,,,-21,25,,,,,,,,
FL50-35_10,5731195.715,6068486.405,,-22,,,-47,-45,-52,-44,,,,-46,6,,,,,,,,
A100-15_1,4968848.741,6505124.888,,,,,,28,28,,,,,,,,,21,45,,53,,66
AF100-15_1,5079509.796,6146068.323,,,,,-11,-1,-12,-18,,,,-18,,,27,-6,,,18,,
AF20-30_1,5006374.711,6539112.468,,,,,,67,71,,,,,,,,,43,73,,62,,73
AF20-35_1,5097517.991,6624294.086,,,,,,71,75,,,,,,,,,55,78,,69,,79
F100-30_5,4962030.477,6542468.062,,,,,,-36,-37,,,,,,,,,-36,-26,,-8,,4
F100-40_17,5283740.987,6563713.747,,,,,,7,2,,,,,,,,,5,25,,38,,49
F100-40_18,5288256.945,6371846.347,,,,,25,42,24,11,,,,17,,,56,25,,,49,,
F100-40_19,5298328.761,6524911.962,,,,,,12,8,,,,,,,,,8,33,,41,,53
F100-50_11,5262739.453,6263849.264,,,,,6,16,-1,-4,,,,-12,,,60,18,,,51,,
F100-50_17,4984113.331,6506957.325,,,,,,12,8,,,,,,,,,12,24,,55,,72
F100-35_30,5080242.778,6725279.404,,,,,,,,,,,,,,,,,58,93,85,103,
F20-40_1,5108045.483,6672379.941,,,,,,72,76,,,,,,,,,51,85,,77,,91
F40-40_2,5063317.166,6545682.858,,,,,,67,68,,,,,,,,,49,90,,88,,103
FA100-35_38,4981654.603,6609637.389,,,,,,-8,-10,,,,,,,,,-9,2,,21,,33
FA100-35_20,4961275.255,6581536.089,,,,,,-31,-33,,,,,,,,,-32,-22,,-5,,7
FA100-30_1,5173976.273,6566492.406,,,,,,47,44,,,,,,,,,38,59,,60,,67
FA100-35_24,5171580.078,6130613.781,,,,,-20,-13,-24,-26,,,,-31,,,22,-11,,,14,,
FA100-35_25,5206315.617,6427893.641,,,,,,14,11,,,,,,,,,5,30,,31,,40
FA100-35_26,5210612.656,6234400.479,,,,,9,24,6,-4,,,,-2,,,44,10,,,37,,
FA100-30_12,5262170.712,6431981.135,,,,,3,17,2,-9,,,,,,,31,4,17,,25,,
FA100-35_23,5150593.556,6325782.128,,,,,,24,22,,,,,,,,,14,40,,39,,48
FA100-50_11,5286802.726,6306781.597,,,,,33,43,29,26,,,,24,,,72,42,,,65,,
FA100-35_18,4974554.645,6493492.801,,,,,,15,12,,,,,,,,,13,31,,50,,64
FA100-35_22,5039237.257,6668614.4,,,,,,51,48,,,,,,,,,41,62,,62,,69
FA100-35_19,5042255.414,6272205.742,,,,,,30,25,,,,,,,,,25,50,,52,,59
FA100-50_1,5166805.074,6446805.663,,,,,,24,22,,,,,,,,,14,39,,38,,47
FA100-30_13,5134399.783,6199993.715,,,,,2,14,-2,-9,,,,-9,,,38,5,,,31,,
FA100-50_2,5139322.804,6557490.395,,,,,,38,34,,,,,,,,,31,55,,55,,63
FA100-35_39,5094676.152,6481246.678,,,,,,29,25,,,,,,,,,23,46,,47,,55
FA100-50_3,5172900.35,6443111.566,,,,,,24,22,,,,,,,,,13,39,,38,,47
FA100-35_27,5163205.043,6218145.421,,,,,6,21,5,-6,,,,-3,,,41,8,,,34,,
FA100-40_5,5228687.804,6430685.395,,,,,9,24,7,-4,,,,,,,41,10,26,,35,,
FA100-40_8,5163565.519,6497914.502,,,,,,24,20,,,,,,,,,18,41,,42,,50
FA100-35_28,5098543.27,6322813.445,,,,,,24,22,,,,,,,,,14,38,,37,,46
FA100-45_1,5052861.059,6437188.953,,,,,,4,0,,,,,,,,,2,19,,39,,52
FA100-45_2,5056854.927,6452464.096,,,,,,6,2,,,,,,,,,3,21,,41,,53
FA100-35_41,4996259.934,6611813.412,,,,,,-30,-33,,,,,,,,,-30,-20,,0,,13
FA100-35_29,5144887.643,6147244.971,,,,,-6,8,-8,-15,,,,-14,,,35,1,,,28,,
FA100-30_14,5206353.388,6300089.478,,,,,7,23,5,-5,,,,-3,,,44,9,,,36,,
FA100-35_2,5073092.074,6349446.998,,,,,,28,23,,,,,,,,,19,44,,45,,54
FA100-35_40,4981277.048,6580792.709,,,,,,-32,-34,,,,,,,,,-32,-22,,-3,,10
FA100-50_4,5115800.547,6712128.491,,,,,,45,42,,,,,,,,,37,58,,59,,67
FA60-30_1,5178355.808,6655695.59,,,,,,48,48,,,,,,,,,34,63,,60,,70
FA70-55_1,5029211.615,6451389.798,,,,,,25,11,,,,,,,,,17,45,,54,,
FL100-35_30,5254632.963,6493995.001,,,,,,20,17,,,,,,,,,12,33,,37,,47
FL100-35_13,5221742.168,6509505.884,,,,,,15,10,,,,,,,,,14,31,,41,,50
FL100-40_1,5006610.959,6515062.41,,,,,,25,21,,,,,,,,,25,40,,63,,75
FL100-35_12,5205351.935,6660098.286,,,,,,46,41,,,,,,,,,40,59,,64,,73
FL100-50_5,5214687.905,6380523.135,,,,,15,26,10,2,,,,,,,49,18,30,,42,,
FL100-35_17,5168567.3,6271670.215,,,,,,15,11,,,,,1,,,,10,,,38,,49
FL100-30_3,5242340.605,6415093.456,,,,,15,28,13,4,,,,,,,47,18,31,,41,,
FL100-35_18,5147096.53,6296115.455,,,,,,12,6,,,,,-4,,,,12,,,43,,54
FL100-30_4,5265750.566,6394821.085,,,,,19,35,20,7,,,,,,,49,21,34,,43,,
FL100-50_3,5133649.448,6595298.626,,,,,,42,38,,,,,,,,,36,55,,59,,67
FL100-50_19,5099680.534,6500861.826,,,,,,44,40,,,,,,,,,36,59,,61,,69
FL100-35_20,5173087.149,6133834.447,,,,,-14,-10,-20,-20,,,,-29,,,31,-3,,,23,,
FL100-50_6,5157583.732,6387191.76,,,,,,25,22,,,,,,,,,17,41,,43,,52
FL100-30_1,5099125.767,6162686.212,,,,,0,8,-5,-9,,,,-14,,,46,10,,,38,,
FL100-35_21,5218102.952,6270154.852,,,,,12,24,8,1,,,,-2,,,53,18,,,45,,
FL100-30_5,5268247.204,6450149.004,,,,,14,27,11,2,,,,,,,48,17,29,,42,,
FL100-40_4,5164472.157,6485304.273,,,,,,25,20,,,,,,,,,22,41,,48,,57
FL100-35_19,5125587.876,6333435.216,,,,,,35,31,,,,,,,,,26,49,,52,,61
FL100-35_14,5021620.976,6420280.339,,,,,,17,8,,,,,,,,,18,29,,54,,
FL100-40_14,5244724.341,6561601.641,,,,,,34,31,,,,,,,,,27,47,,51,,59
FL100-55_16,5009182.052,6504106.127,,,,,,30,26,,,,,,,,,28,46,,63,,73
FL100-50_4,5153247.978,6651566.381,,,,,,46,42,,,,,,,,,39,59,,63,,71
FL100-35_15,5047542.391,6279994.194,,,,,,26,20,,,,,7,,,,25,,,56,,64
FL100-50_7,5182626.65,6151047.04,,,,,4,14,-1,-7,,,,-9,,,44,10,,,36,,
FL100-50_8,5197421.718,6410466.14,,,,,,21,17,,,,,,,,,14,37,,41,,50
FL100-50_9,5209056.918,6240789.925,,,,,12,24,8,1,,,,-2,,,52,18,,,45,,
FL100-50_10,5238021.551,6376029.074,,,,,26,41,27,12,,,,,,,52,25,40,,46,,
FL100-35_22,5090107.74,6293951.977,,,,,,25,20,,,,,9,,,,19,,,45,,55
FL100-35_39,5003451.995,6518423.101,,,,,,25,20,,,,,,,,,25,39,,63,,75
FL100-35_1,5123885.65,6707639.76,,,,,,46,42,,,,,,,,,41,59,,65,,74
FL100-35_2,5062174.257,6281573.727,,,,,,30,25,,,,,13,,,,26,,,53,,62
FL100-35_31,4989090.753,6598406.542,,,,,,-32,-35,,,,,,,,,-31,-23,,-3,,9
FL100-50_20,5044211.016,6610710.854,,,,,,33,28,,,,,,,,,30,49,,57,,66
FL100-50_1,4996719.065,6456582.432,,,,,,33,23,,,,,,,,,33,48,,69,,
FL100-50_21,5014433.656,6588219.174,,,,,,24,20,,,,,,,,,22,40,,51,,60
FL100-50_22,5053188.732,6662273.789,,,,,,52,48,,,,,,,,,44,64,,67,,74
FL60-35_1,5266069.32,6445028.554,,,,,-4,18,-2,-20,,,,,,,30,-8,13,,21,,
m-AF100-40_1,5051423.978,6432817.881,,,,,,,,,,,,,,,,,35,,,,
m-AF100-40_2,5032566.207,6533477.873,,,,,,,,,,,,,,,,,68,,,,
m-AF100-30_1,5056381.857,6162633.18,,,,,,,,,,,,12,,,,,,,,,
m-AF100-30_2,5066047.935,6233282.652,,,,,,,,,,,,20,,,,,,,,,
m-AF20-40_1,5068472.546,6588135.595,,,,,,,,,,,,,,,,,79,,,,
m-AF20-40_2,5075139.094,6496752.241,,,,,,,,,,,,,,,,,74,,,,
m-AF20-40_3,5018490.55,6534364.341,,,,,,,,,,,,,,,,,85,,,,
m-AF20-35_1,5109896.858,6678027.091,,,,,,,,,,,,,,,,,68,,,,
m-AF70-30_1,5064795.942,6618317.129,,,,,,,,,,,,,,,,,56,,,,
m-AF70-30_2,5076397.057,6660627.27,,,,,,,,,,,,,,,,,57,,,,
m-F100-30_1,4967992.65,6556823.385,,,,,,,,,,,,,,,,,-27,,,,
m-F20-35_1,5052523.244,6358494.008,,,,,,,,,,,,,,,,,40,,,,
m-F20-40_1,5038634.395,6327056.843,,,,,,,,,,,,,,,,,49,,,,
m-F40-45_1,5044272.323,6354765.03,,,,,,,,,,,,,,,,,30,,,,
m-FA100-35_9,5114910.417,6257894.021,,,,,,,,,,,,12,,,,,,,,,
m-FA100-30_1,5184140.66,6674167.472,,,,,,,,,,,,,,,,,58,,,,
m-FA100-35_1,5041042.236,6272283.503,,,,,,,,,,,,,,,,,50,,,,
m-FA100-35_14,5002730.192,6636282.419,,,,,,,,,,,,,,,,,-7,,,,
m-FA100-35_10,5230457.761,6349526.163,,,,,,,,,,,,10,,,,,,,,,
m-FA100-30_2,5184127.228,6598903.498,,,,,,,,,,,,,,,,,59,,,,
m-FA100-35_11,5139152.372,6163569.838,,,,,,,,,,,,-15,,,,,,,,,
m-FA100-35_12,5161780.658,6309174.943,,,,,,,,,,,,-4,,,,,,,,,
m-FA40-30_1,5021866.683,6667233.304,,,,,,,,,,,,,,,,,73,,,,
m-FA60-35_1,5145326.213,6156198.665,,,,,,,,,,,,-23,,,,,,,,,
m-FA60-35_2,5166749.137,6185523.353,,,,,,,,,,,,-16,,,,,,,,,
m-FA70-55_2,5043268.67,6439758.41,,,,,,,,,,,,,,,,,28,,,,
m-FA70-45_2,5044520.226,6509125.162,,,,,,,,,,,,,,,,,60,,,,
m-FL100-40_3,5183409.604,6358597.582,,,,,,,,,,,,,,,,,36,,,,
m-FL100-40_4,5102342.535,6190605.362,,,,,,,,,,,,-6,,,,,,,,,
m-FL100-35_7,5281912.841,6486509.681,,,,,,,,,,,,,,,,,31,,,,
m-FL100-35_8,5232680.287,6542711.66,,,,,,,,,,,,,,,,,49,,,,
m-FL100-40_2,5110357.572,6246784.771,,,,,,,,,,,,10,,,,,,,,,
m-FL100-40_1,5265736.85,6265134.741,,,,,,,,,,,,-9,,,,,,,,,
m-FL100-35_1,5180648.389,6654061.026,,,,,,,,,,,,,,,,,60,,,,
m-FL100-30_2,5126137.386,6154928.252,,,,,,,,,,,,-11,,,,,,,,,
m-FL100-30_3,5148061.364,6209355.85,,,,,,,,,,,,-6,,,,,,,,,
m-FL100-30_1,5219408.38,6677815.046,,,,,,,,,,,,,,,,,58,,,,
m-FL100-35_2,5049853.738,6308030.836,,,,,,,,,,,,,,,,,26,,,,
F100-35_31,5080242.778,6725279.404,,,,,,,,,,,,,,,,,58,93,85,103,
FA100-50_5,5115800.547,6712128.491,,,,,,45,42,,,,,,,,,37,58,,59,,67
FL100-50_23,5053188.732,6662273.789,,,,,,52,48,,,,,,,,,44,64,,67,,74
A100-15_3,4916538.32,6848343.206,,,,,,,,,,,,,,,,,-3,23,13,36,
A80-40_1,4944094.02,6810411.457,,,,,,,,,,,,,,,,,2,23,13,36,
AF80-35_1,4886535.606,6860809.366,,,,,,,,,,,,,,,,,1,25,15,38,
F100-55_13,4983156.035,6826125.257,,,,,,,,,,,,,,,,,-34,-8,-16,0,
FA100-75_1,4914733.923,7011842.078,,,,,,,,,,,,,,,,,17,49,42,58,
FArL80-45_1,4993510.894,6740293.663,,,,,,,,,,,,,,,,,-27,7,-4,18,
m-A100-45_1,4655764.341,7131302.836,,,,,,,,,,,,,,,,,-16,,,,
m-A100-30_23,4866604.611,6863007.018,,,,,,,,,,,,,,,,,8,,,,
m-A100-15_2,4772947.709,6885179.912,,,,,,,,,,,,,,,,,-35,,,,
