centroide,CoordX,CoordY,S1-III,S1-IV,TS(TL),TS(TC),M1.2,M1.1,G1.1,G1.2,A1.1,A1.2,TL,P,TS(S2)IV,TS(S2)III,TS(S2)V,S1-V,CN,S1-VII,M2.1,M2.2,TS(S2)VI
Vi_4,5596504.305,6013134.727,,,,,,,,,,,,,,,,,-24,,,,
VD_1,5605825.835,5994887.103,,,,,,,,,,,,,,,,,9,,,,
VD_2,5593068.572,6025118.578,,,,,,,,,,,,,,,,,10,,,,
VM_1,5536745.878,6112761.855,,,,,,,,,,,,,,,,,-17,,,,
VM_2,5574190.211,6095065.568,,,,,,,,,,,,,,,,,-19,,,,
VM_3,5488951.391,6138875.686,,,,,,,,,,,,,,,,,-17,,,,
VM_4,5572039.025,6088430.717,,,,,,,,,,,,,,,,,-23,,,,
VM_5,5506648.313,6117084.135,,,,,,,,,,,,,,,,,-12,,,,
VM_6,5531162.55,6123960.318,,,,,,,,,,,,,,,,,-18,,,,
A100-30_29,5245349.952,5704234.88,-6,,,,-25,-33,-29,-10,,,,,,,,,-21,,,,
A100-30_1,5285481.229,5465873.419,-4,,,,-24,-31,-27,-9,,,,,,,,,-22,,,,
AF100-35_1,5229779.639,5585102.238,-13,,,,-29,-36,-32,-16,,,,,,,,,-31,,,,
AF100-30_1,5233474.516,5538449.361,-11,,,,-28,-35,-31,-15,,,,,,,,,-30,,,,
AF100-30_4,5260071.93,5708063.932,-1,,,,-21,-29,-25,-6,,,,,,,,,-18,,,,
AF100-30_2,5255275.104,5659371.822,-2,,,,-22,-30,-25,-7,,,,,,,,,-20,,,,
ArL100-40_1,5730489.888,6087877.466,,37,,,6,8,-1,10,,,,0,64,,,,,,,,
F100-0_1,5304582.023,5687783.2,,,,,,,,,,,,,,,,,-31,,,,
F100-30_1,5304662.623,5642035.807,-1,,,,-29,-43,-35,-8,,,,,,,,,-35,,,,
F100-30_2,5299828.434,5518474.571,,,,,,,,,,,,,,,,,-48,,,,
F100-40_22,5409638.081,5957120.18,,22,,,-9,-5,-17,-5,,,,-6,47,,,,,,,,
F100-35_22,5370372.031,5907048.435,19,,,,-7,-17,-23,5,,,,-23,,49,,,,,,,
F100-35_36,5445082.314,5844589.584,44,,,,19,9,2,31,,,,5,,67,,,,,,,
F100-35_25,5243963.189,6190756.179,,,,,0,4,-2,-11,,,,-11,,,42,5,,,33,,
F100-35_41,5538349.001,5982664.776,19,,,,-3,-12,-18,8,,,,-13,,45,,,,,,,
F100-55_10,5329544.227,5719554.041,6,,,,-24,-38,-29,-1,,,,-49,,,,,,,,,
F100-55_11,5637372.454,5851836.925,47,,,,25,15,8,35,,,,10,,68,,,,,,,
F100-50_10,5413688.876,6012415.097,,22,,,-9,-5,-17,-5,,,,-5,48,,,,,,,,
F100-35_29,5402222.967,5959543.797,,23,,,-8,-5,-16,-4,,,,-5,48,,,,,,,,
F100-40_9,5259276.041,5781924.605,23,,,,-8,-20,-14,16,,,,-32,,,,,,,,,
F100-55_8,5405043.564,5710348.419,22,,,,-4,-14,-21,9,,,,-22,,54,,,,,,,
F100-35_24,5365346.995,5863387.349,20,,,,-6,-16,-22,7,,,,-25,,52,,,,,,,
F100-50_15,5667768.854,6010615.516,,15,,,-14,-13,-21,-10,,,,-19,41,,,,,,,,
F100-50_16,5628054.574,6083223.688,,15,,,-15,-15,-22,-10,,,,-23,41,,,,,,,,
F100-40_24,5237586.423,6131937.636,,,,,-12,-12,-17,-20,,,,-25,,,37,-1,,,28,,
F100-30_3,5288725.219,5578609.134,-24,,,,-44,-54,-47,-29,,,,,,,,,-50,,,,
F100-55_9,5373009.535,6182900.723,,,,,-3,0,-6,-13,,,,-15,,,48,7,,,38,,
F100-55_37,5245126.835,6180043.975,,,,,-5,-2,-8,-15,,,,-16,,,39,1,,,30,,
F100-35_26,5589401.898,5999768.953,23,,,,0,-10,-16,11,,,,-11,,49,,,,,,,
F100-35_27,5582188.556,6050917.846,,18,,,-12,-9,-19,-8,,,,-12,44,,,,,,,,
F100-40_25,5567318.604,5831050.015,44,,,,19,9,2,31,,,,5,,68,,,,,,,
F100-40_13,5352985.419,6122227.136,,,,,-11,-9,-14,-20,,,,-22,,,39,0,,,30,,
F100-40_16,5694062.948,5826909.904,53,,,,34,26,20,43,,,,24,,71,,,,,,,
F100-50_12,5436064.151,6057289.911,,,,,-12,-6,-13,-22,,,,-14,,,36,-3,,,27,,
F100-35_28,5464389.365,5920832.831,20,,,,-3,-13,-18,8,,,,-11,,47,,,,,,,
F100-40_14,5323755.985,6036613.839,,,,,-19,-16,-22,-28,,,,-29,,,28,-11,,,19,,
F100-40_15,5262842.584,5861106.024,,11,,,-7,-20,-22,3,,,,-25,56,,,,,,31,,
F100-30_13,5783911.173,5944384.182,81,,,,66,59,53,72,,,,64,,95,,,,,,,
F100-55_12,5603942.929,5914217.908,33,,,,9,-1,-7,20,,,,-4,,58,,,,,,,
F100-40_10,5255219.105,6006043.329,,10,,,-6,-19,-20,3,,,,-24,47,,,,,,26,,
F100-50_13,5433169.533,5719969.185,48,,,,22,11,3,35,,,,3,,73,,,,,,,
F100-30_4,5276242.52,5482169.678,-13,,,,-35,-46,-39,-18,,,,,,,,,-40,,,,
F100-50_14,5739326.905,5883735.415,76,,,,62,55,49,68,,,,61,,89,,,,,,,
FA100-35_36,5259840.778,6169107.298,,,,,-10,-5,-10,-20,,,,-16,,,23,-7,,,16,,
FA100-30_27,5271802.178,5613772.358,-7,,,,-31,-43,-36,-12,,,,,,,,,-35,,,,
FA100-30_11,5378926.874,5993171.54,,9,,,-16,-12,-22,-13,,,,-13,29,,,,,,,,
FA100-30_7,5371617.169,5974599.181,,9,,,-16,-13,-22,-13,,,,-14,28,,,,,,,,
FA100-30_34,5303181.205,5907014.832,,-2,,,-16,-26,-28,-8,,,,-23,34,,,,,,14,,
FA100-30_35,5733084.67,6002542.679,,8,,,-16,-14,-22,-12,,,,-15,28,,,,,,,,
FA100-35_35,5212162.247,6104997.335,,,,,-19,-18,-22,-26,,,,-29,,,20,-12,,,12,,
