centroide;CoordX;CoordY;S1-III;S1-IV;TS(TL);TS(TC);M1,2;M1,1;G1,1;G1,2;A1,1;A1,2;TL;P;TS(S2)IV;TS(S2)III;TS(S2)V;S1-V;CN;S1-VII;M2,1;M2,2;TS(S2)VI
01baABB_2;5673705,58;6066855,013;;-58;;;-71;-68;-71;-71;;;;-70;-26;;;;;;;;
01baABB_3;5716455,714;6062699,931;;-57;;;-70;-66;-70;-71;;;;-70;-25;;;;;;;;
01baAYA_1;5516369,234;5958944,135;-22;;;;-42;-45;-49;-37;;;;-41;;13;;;;;;;
01baAYA_10;5636107,728;5856077,09;-10;;;;-36;-41;-46;-28;;;;-36;;30;;;;;;;
01baAYA_11;5656665,503;5836227,229;-9;;;;-35;-40;-46;-28;;;;-35;;30;;;;;;;
01baAYA_12;5687694,842;5856030,551;-6;;;;-33;-38;-44;-26;;;;-33;;34;;;;;;;
01baAYA_2;5600256,994;5923192,201;-22;;;;-44;-48;-53;-38;;;;-44;;18;;;;;;;
01baAYA_3;5649259,152;5946946,056;-42;;;;-60;-63;-65;-54;;;;-61;;-10;;;;;;;
01baAYA_4;5670491,442;5917449,697;-5;;;;-24;-27;-31;-19;;;;-25;;29;;;;;;;
01baAYA_5;5680513,766;5962002,219;-6;;;;-25;-28;-31;-20;;;;-26;;27;;;;;;;
01baAYA_6;5693119,678;5932060,24;-6;;;;-25;-28;-31;-19;;;;-26;;28;;;;;;;
01baAYA_7;5614534,794;5892648,016;-21;;;;-44;-48;-52;-38;;;;-44;;18;;;;;;;
01baAYA_8;5653319,878;5888580,839;-15;;;;-39;-44;-49;-32;;;;-40;;24;;;;;;;
01baAYA_9;5695228,844;5873153,194;-8;;;;-35;-40;-45;-27;;;;-35;;31;;;;;;;
01baAZU_1;5570650,121;5801715,503;-2;;;;-32;-38;-44;-23;;;;-31;;41;;;;;;;
01baAZU_2;5604787,46;5831939,199;-1;;;;-30;-36;-43;-21;;;;-32;;41;;;;;;;
01baAZU_3;5540177,935;5857462,519;-6;;;;-34;-39;-45;-26;;;;-34;;38;;;;;;;
01baAZU_4;5518493,468;5777864,453;-1;;;;-33;-40;-47;-23;;;;-33;;47;;;;;;;
01baAZU_5;5509245,714;5728708,398;0;;;;-33;-39;-47;-23;;;;-33;;49;;;;;;;
01baAZU_6;5557275,726;5764016,351;-2;;;;-32;-38;-44;-23;;;;-32;;42;;;;;;;
01baAZU_7;5561943,082;5742360,232;-2;;;;-32;-38;-45;-23;;;;-32;;42;;;;;;;
01baBCE_1;5474829,97;5870740,636;7;;;;-21;-28;-34;-11;;;;-23;;45;;;;;;;
01baBCE_10;5387822,819;5773119,146;-6;;;;-34;-41;-47;-24;;;;-42;;33;;;;;;;
01baBCE_11;5390678,532;5733387,385;-5;;;;-33;-40;-46;-23;;;;-40;;35;;;;;;;
01baBCE_2;5429944,981;5840841,295;0;;;;-29;-36;-42;-19;;;;-34;;41;;;;;;;
01baBCE_3;5517520,806;5899228,164;13;;;;-13;-20;-26;-4;;;;-16;;47;;;;;;;
01baBCE_4;5574251,163;5891099,678;7;;;;-20;-26;-32;-10;;;;-24;;41;;;;;;;
01baBCE_5;5470531,297;5921062,462;-5;;;;-29;-35;-40;-21;;;;-31;;30;;;;;;;
01baBCE_6;5399866,106;5892642,557;-7;;;;-33;-40;-45;-24;;;;-37;;33;;;;;;;
01baBCE_7;5310691,127;5843515,119;-6;;;;-34;-40;-47;-25;;;;-40;;36;;;;;;;
01baBCE_8;5626804,83;5821530,833;23;;;;-4;-11;-18;5;;;;-11;;55;;;;;;;
01baBCE_9;5650585,529;5786319,316;25;;;;-1;-9;-16;8;;;;-8;;57;;;;;;;
01baCAS_1;5297061,434;5890268,643;;-26;;;-40;-43;-49;-36;;;;-41;28;;;;;;-5;;
01baCAS_2;5301857,996;5855567,488;;-29;;;-42;-45;-50;-38;;;;-44;27;;;;;;-8;;
01baEPE_1;5210033,065;5953058,109;;12;;;-3;-3;-12;0;;;;-4;73;;;;;;36;;
01baEPE_2;5211108,634;5838441,804;;-35;;;-46;-48;-51;-43;;;;;18;;;;-26;;-16;;
01baERI_1;5361969,006;5699681,013;-25;;;;-49;-56;-54;-33;;;;-60;;;;;;;;;
01baERI_2;5294368,049;5737467,688;-25;;;;-49;-56;-54;-33;;;;-59;;;;;;;;;
01baERI_3;5321739,586;5751989,148;-26;;;;-50;-58;-55;-34;;;;-62;;;;;;;;;
01baERI_4;5259758,981;5860407,355;;-16;;;-30;-35;-40;-26;;;;-35;40;;;;;;6;;
01baERI_5;5241931,798;5815032,325;;-19;;;-32;-38;-41;-28;;;;-40;33;;;;;;2;;
01baERI_6;5289174,006;5798016,189;-9;;;;-38;-43;-44;-20;;;;-42;;;;;;;;;
01baERI_7;5258174,462;5762521,659;-5;;;;-36;-42;-42;-16;;;;;;;;;-16;;;;
01baGUI_1;5438191,02;5849951,509;-21;;;;-45;-50;-54;-38;;;;-46;;21;;;;;;;
01baGUI_2;5355171,277;5850120,75;-34;;;;-54;-58;-61;-48;;;;-56;;5;;;;;;;
01baLAA_1;5528681,1;6053860,056;;-11;;;-33;-28;-36;-36;;;;-31;19;;;;;;;;
01baLAA_2;5566823,05;6056184,495;;-19;;;-42;-37;-45;-43;;;;-40;10;;;;;;;;
01baLAA_3;5412474,127;6012982,745;;-7;;;-32;-25;-35;-34;;;;-29;24;;;;;;;;
01baLAA_4;5394804,109;5962097,053;;-7;;;-32;-26;-35;-34;;;;-29;24;;;;;;;;
01baLAT_1;5397344,304;5802109,699;7;;;;-21;-29;-35;-11;;;;-33;;43;;;;;;;
01baLAT_2;5431649,262;5763445,944;31;;;;3;-5;-13;13;;;;-7;;62;;;;;;;
01baLAT_3;5427967,149;5817686,186;12;;;;-16;-24;-31;-6;;;;-27;;50;;;;;;;
01baLAT_4;5507515,039;5821333,447;51;;;;25;18;10;34;;;;23;;73;;;;;;;
01baLAT_5;5355022,375;5882063,582;4;;;;-23;-31;-37;-14;;;;-33;;40;;;;;;;
01baLAT_6;5392708,264;5855747,388;5;;;;-22;-29;-35;-12;;;;-33;;42;;;;;;;
01baLAT_7;5395377,173;5926119,077;;11;;;-17;-11;-22;-19;;;;-15;40;;;;;;;;
01baLAT_8;5471405,137;5780360,544;43;;;;13;4;-4;23;;;;7;;71;;;;;;;
01baMTE_1;5610801,944;6074673,029;;4;;;-22;-17;-26;-22;;;;-22;33;;;;;;;;
01baMTE_2;5635585,138;6030225,445;;5;;;-21;-17;-25;-21;;;;-26;35;;;;;;;;
01baMTE_3;5552411,637;5995035,842;;4;;;-21;-15;-25;-22;;;;-19;33;;;;;;;;
01baMTE_4;5567804,527;5924480,571;27;;;;1;-7;-14;10;;;;-9;;59;;;;;;;
01baMTE_5;5600599,145;6009485,401;9;;;;-14;-22;-27;-5;;;;-20;;40;;;;;;;
01baMTE_6;5678466,262;5967779,466;20;;;;-4;-11;-17;5;;;;-12;;49;;;;;;;
01baMTE_7;5733153,251;5890050,84;64;;;;45;41;34;50;;;;49;;84;;;;;;;
01baMTE_8;5698706,777;5819422,347;43;;;;20;14;7;28;;;;13;;68;;;;;;;
01baNAV_1;5576022,384;6130220,81;;1;;;-24;-26;-29;-25;;;;-36;31;;;;;;;;
01baNAV_2;5670659,511;6098383,889;;19;;;-8;-4;-12;-9;;;;-12;49;;;;;;;;
01baNUE_1;5378137,021;6173816,44;;;;;1;8;6;-8;;;;-8;;;32;-1;;;25;;
01baNUE_10;5326139,539;6135685,863;;;;;-5;1;0;-12;;;;-13;;;25;-6;;;19;;
01baNUE_11;5258166,523;6105044,85;;;;;7;13;11;-1;;;;-1;;;33;3;;;27;;
01baNUE_12;5295710,42;6070601,245;;;;;-3;2;1;-11;;;;-11;;;23;-6;;;17;;
01baNUE_13;5298129,021;6031463,247;;;;;-1;4;4;-9;;;;-9;;;25;-4;;;19;;
01baNUE_14;5259643,387;6017231,269;;36;;;26;21;17;29;;;;22;67;;;;;;50;;
01baNUE_15;5282867,045;5988217,584;;15;;;4;-1;-5;8;;;;-1;48;;;;;;29;;
01baNUE_16;5259590,334;5931812,949;;15;;;4;-1;-6;8;;;;0;49;;;;;;30;;
01baNUE_2;5368310,86;6136502,703;;;;;-7;-1;-2;-14;;;;-14;;;23;-7;;;17;;
01baNUE_3;5422897,131;6157865,92;;;;;-6;0;-2;-14;;;;-13;;;26;-7;;;19;;
01baNUE_4;5429120,633;6119441,47;;;;;-5;0;-1;-13;;;;-11;;;24;-5;;;18;;
01baNUE_5;5518760,147;6087110,764;;3;;;-16;-11;-19;-18;;;;-14;24;;;;;;;;
01baNUE_6;5453072,071;6032845,534;;6;;;-15;-10;-18;-16;;;;-13;29;;;;;;;;
01baNUE_7;5374380,102;6022274,329;;;;;-3;4;3;-12;;;;-8;;;21;-7;;;16;;
01baNUE_8;5252735,962;6170268,893;;;;;4;9;8;-5;;;;-5;;;29;-1;;;23;;
01baNUE_9;5288650,642;6152264,322;;;;;-2;4;2;-11;;;;-10;;;24;-6;;;18;;
01baPIE_1;5213015,621;6047724,733;;26;;;16;15;10;18;;;;16;66;;;;;;43;;
01baPIE_2;5251563,55;6013616,11;;33;;;23;22;16;24;;;;23;72;;;;;;50;;
01baPIE_3;5263396,081;5971710,444;;12;;;1;0;-5;4;;;;2;55;;;;;;30;;
01baPIE_4;5286405,532;5931417,812;;-15;;;-26;-27;-33;-24;;;;-25;35;;;;;;4;;
01baPIE_5;5205935,106;6136132,604;;;;;-7;0;0;-16;;;;-16;;;19;-16;;;12;;
01baRIV_1;5219596,956;5886063,747;;-19;;;-32;-35;-39;-28;;;;-36;32;;;;;;1;;
01baRIV_2;5283621,942;5798869,037;-14;;;;-40;-44;-46;-24;;;;-41;;;;;;;;;
01baRIV_3;5212245,329;5728564,753;-25;;;;-48;-54;-54;-34;;;;;;;;;-36;;;;
01baSFC_1;5424356,111;6151780,668;;;;;-3;5;7;-11;;;;-12;;;21;-13;;;14;;
01baSFC_2;5370558,591;6189227,964;;;;;-3;5;7;-11;;;;-13;;;21;-14;;;14;;
01baSFC_3;5328755,172;6159257,644;;;;;-13;-6;-4;-20;;;;-20;;;11;-20;;;4;;
01baSFC_4;5325123,204;6118288,032;;;;;-8;-2;0;-15;;;;-16;;;14;-16;;;8;;
01baSFC_5;5278048,788;6136029,178;;;;;-2;4;5;-9;;;;-9;;;16;-11;;;10;;
01baSFC_6;5270439,257;6113316,087;;;;;4;10;11;-3;;;;-3;;;22;-5;;;16;;
01baSUI_1;5557589,398;6156612,616;;;;;-14;-14;-16;-22;;;;-30;;;33;-9;;;24;;
01baSUI_2;5522775,056;6165302,46;;;;;4;7;4;-6;;;;-16;;;50;6;;;41;;
01baSUI_3;5495468,361;6163741,912;;;;;2;7;4;-9;;;;-15;;;48;4;;;39;;
01maARD_1;5483015,082;6211274,124;;;;;2;8;5;-7;;;;-13;;;48;4;;;39;;
01maARD_2;5456889,453;6228763,413;;;;;3;6;5;-3;;;;-12;;;55;11;;;45;;
01maCHA_1;5490465,569;6154198,076;;;;;-3;1;-1;-12;;;;-18;;;40;-1;;;32;;
01maCHA_2;5517840,77;6122182,599;;;;;-7;-4;-7;-15;;;;-25;;;41;-1;;;32;;
01maCHA_3;5543155,966;6109440,922;;11;;;-15;-16;-20;-16;;;;-28;41;;;;;;;;
01maCHA_4;5466056,961;6178746,506;;;;;-2;3;0;-11;;;;-17;;;42;1;;;34;;
01maLAP_1;5334980,361;5879050,209;-1;;;;-29;-36;-42;-19;;;;-37;;37;;;;;;;
01maLAP_2;5366304,577;5848587,511;-3;;;;-30;-37;-42;-20;;;;-39;;34;;;;;;;
01maLAP_3;5399994,682;5881217,203;0;;;;-27;-33;-40;-17;;;;-37;;38;;;;;;;
01maLAP_4;5417329,788;5801710,648;3;;;;-25;-32;-39;-15;;;;-35;;41;;;;;;;
01maLAP_5;5457916,16;5776703,314;39;;;;8;-1;-9;19;;;;3;;72;;;;;;;
01maLAP_6;5464942,94;5735194,043;41;;;;10;1;-7;21;;;;5;;73;;;;;;;
01maLAP_7;5498888,539;5743800,273;37;;;;6;-3;-11;17;;;;-1;;70;;;;;;;
01maLOB_1;5560147,165;6107590,716;;8;;;-18;-18;-23;-18;;;;-29;36;;;;;;;;
01maOHI_1;5446197,325;6150757,971;;;;;-16;-10;-13;-24;;;;-28;;;31;-14;;;21;;
01maOHI_2;5477288,536;6130262,385;;;;;-18;-13;-15;-26;;;;-30;;;29;-15;;;20;;
01maOHI_3;5387197,936;6217561,112;;;;;-7;-1;-2;-17;;;;-22;;;39;-7;;;29;;
01maOHI_4;5248525,034;6165934,015;;;;;-6;-3;-5;-14;;;;-21;;;36;-5;;;27;;
01maOHI_5;5301490,863;6132345,621;;;;;-5;-2;-3;-14;;;;-21;;;38;-4;;;29;;
01maRJS_1;5406283,264;6233229,423;;;;;5;8;7;-2;;;;-11;;;54;12;;;46;;
01maRJS_2;5446926,787;6194815,97;;;;;-11;-7;-9;-19;;;;-26;;;36;-7;;;27;;
01maSIS_1;5315624,627;6180489,983;;;;;-4;1;-1;-14;;;;-19;;;37;-4;;;29;;
01maSIS_2;5381274,494;6206686,88;;;;;-2;4;2;-12;;;;-16;;;40;-2;;;31;;
01meBCH_1;5608745,658;6003769,724;-3;;;;-26;-32;-37;-17;;;;-30;;28;;;;;;;
01meBCH_2;5572073,114;6018074,662;;-10;;;-33;-27;-36;-34;;;;-30;18;;;;;;;;
01meBCH_3;5538867,704;5995242,109;;-6;;;-28;-23;-31;-30;;;;-26;22;;;;;;;;
01meBCH_4;5531661,922;5934363,337;14;;;;-10;-16;-22;-1;;;;-12;;43;;;;;;;
01meBCH_5;5477320,299;5947831,377;3;;;;-21;-27;-33;-13;;;;-24;;34;;;;;;;
01meBCH_6;5427990,33;5952480,485;10;;;;-15;-22;-29;-6;;;;-19;;42;;;;;;;
01meBCH_7;5423498,369;5867443,989;3;;;;-21;-28;-34;-13;;;;-24;;36;;;;;;;
01meBCH_8;5485549,914;5846668,088;32;;;;5;-2;-10;15;;;;1;;60;;;;;;;
01meBOL_1;5231183,892;6135345,087;;;;;-11;-4;-5;-19;;;;-19;;;16;-17;;;9;;
01meBOL_10;5461943,465;6035250,232;;-15;;;-36;-31;-38;-39;;;;-34;14;;;;;;;;
01meBOL_2;5238527,883;6089700,946;;;;;5;13;12;-4;;;;-3;;;31;-3;;;23;;
01meBOL_3;5529934,594;6089923,732;;-20;;;-40;-34;-41;-43;;;;-37;6;;;;;;;;
01meBOL_4;5518633,108;6055890,392;;-15;;;-34;-29;-36;-37;;;;-32;11;;;;;;;;
01meBOL_5;5537222,537;6028507,115;;-23;;;-40;-35;-42;-42;;;;-38;2;;;;;;;;
01meBOL_6;5238309,738;6046284,379;;23;;;12;10;5;15;;;;12;61;;;;;;39;;
01meBOL_7;5295397,836;6076290,6;;;;;-17;-10;-10;-24;;;;-24;;;9;-23;;;2;;
01meBOL_8;5337331,249;5985111,843;;-16;;;-35;-29;-36;-40;;;;-34;14;;;;;;;;
01meBOL_9;5420312,327;6000747,595;;-17;;;-38;-32;-40;-40;;;;-35;9;;;;;;;;
01meBRA_1;5660720,773;6102629,069;;-15;;;-36;-31;-38;-39;;;;-36;19;;;;;;;;
01meBRA_2;5599616,791;6134216,539;;-35;;;-52;-49;-53;-54;;;;-53;-5;;;;;;;;
01meBRA_3;5681036,893;6059303,618;;-35;;;-56;-52;-58;-56;;;;-56;-2;;;;;;;;
01meCNS_1;5220390,875;6159310,287;;;;;-8;-3;-4;-17;;;;-20;;;28;-11;;;19;;
01meCNS_10;5293290,471;6094597,705;;;;;3;11;10;-9;;;;-7;;;36;-3;;;28;;
01meCNS_11;5305682,572;6067327,449;;;;;-16;-10;-11;-25;;;;-25;;;18;-20;;;10;;
01meCNS_12;5334156,844;6056599,671;;;;;-21;-14;-14;-30;;;;-30;;;14;-25;;;5;;
01meCNS_2;5288498,056;6158089,811;;;;;-15;-8;-10;-25;;;;-25;;;19;-19;;;11;;
01meCNS_3;5333377,365;6103278,849;;;;;-15;-8;-9;-24;;;;-25;;;25;-16;;;16;;
01meCNS_4;5201236,534;6055120,942;;22;;;8;0;-4;12;;;;-5;69;;;;;;42;;
01meCNS_5;5227683,52;6082630,421;;16;;;1;-6;-10;6;;;;-11;62;;;;;;34;;
01meCNS_6;5254084,663;6055871,263;;15;;;2;-3;-8;6;;;;-4;59;;;;;;33;;
01meCNS_7;5233752,153;6119749,53;;;;;-5;1;-1;-15;;;;-16;;;29;-9;;;21;;
01meCNS_8;5263482,579;6084370,227;;;;;5;11;10;-5;;;;-7;;;41;1;;;33;;
01meCNS_9;5277619,414;6064398,445;;;;;-1;4;3;-10;;;;-12;;;37;-2;;;29;;
01meEGA_1;5570653,628;5927672,29;16;;;;-12;-19;-26;-2;;;;-18;;51;;;;;;;
01meEGA_2;5608558,118;5901064,483;16;;;;-12;-19;-26;-2;;;;-18;;51;;;;;;;
01meEGA_3;5622500,005;5865190,829;26;;;;-1;-9;-16;9;;;;-10;;59;;;;;;;
01meEGA_4;5701492,241;5878327,33;56;;;;34;29;21;40;;;;38;;79;;;;;;;
01meEGA_5;5696521,845;5819551,557;32;;;;7;1;-6;15;;;;4;;61;;;;;;;
01meHBE_1;5571369,144;6092343,97;;11;;;-14;-9;-18;-15;;;;-16;37;;;;;;;;
01meHBE_2;5538543,623;6121229,176;;8;;;-17;-14;-22;-18;;;;-23;37;;;;;;;;
01meJUN_1;5339619,584;6188705,431;;;;;-6;-1;-2;-15;;;;-18;;;30;-6;;;23;;
01meJUN_10;5440488,929;6067291,468;;;;;-14;-7;-9;-22;;;;-19;;;21;-13;;;14;;
01meJUN_11;5483502,546;6069723,496;;;;;-12;-6;-8;-21;;;;-19;;;22;-12;;;15;;
01meJUN_12;5338726,505;6046780,759;;;;;-13;-7;-7;-22;;;;-22;;;19;-15;;;12;;
01meJUN_13;5387491,174;6058290,508;;;;;-8;-1;-3;-18;;;;-15;;;26;-9;;;19;;
01meJUN_2;5411232,081;6198254,117;;;;;-13;-8;-9;-21;;;;-23;;;25;-12;;;17;;
01meJUN_3;5365872,855;6144696,615;;;;;-12;-6;-7;-20;;;;-21;;;25;-11;;;17;;
01meJUN_4;5395862,331;6166541,365;;;;;-4;3;2;-13;;;;-14;;;33;-5;;;26;;
01meJUN_5;5442605,602;6153371,065;;;;;-14;-9;-11;-22;;;;-23;;;24;-12;;;17;;
01meJUN_6;5475222,834;6168983,039;;;;;-12;-6;-8;-20;;;;-20;;;26;-11;;;18;;
01meJUN_7;5387289,242;6093965,795;;;;;-10;-5;-7;-18;;;;-18;;;24;-9;;;17;;
01meJUN_8;5422089,08;6118665,069;;;;;-10;-4;-6;-18;;;;-18;;;25;-8;;;18;;
01meJUN_9;5471975,175;6098765,192;;;;;-17;-12;-14;-25;;;;-25;;;18;-16;;;11;;
01meMAI_1;5666286,231;6003131,404;;3;;;-23;-19;-28;-24;;;;-27;33;;;;;;;;
01meMAI_2;5703255,187;6005638,072;;11;;;-15;-11;-19;-16;;;;-16;40;;;;;;;;
01meMAI_3;5693442,086;5975757,267;20;;;;-4;-11;-17;5;;;;-12;;50;;;;;;;
01meMAI_4;5699142,784;5932539,078;28;;;;3;-4;-10;13;;;;-6;;58;;;;;;;
01meMAI_5;5651851,744;5906474,379;20;;;;-6;-14;-20;3;;;;-16;;53;;;;;;;
01meMAI_6;5704156,91;5893391,961;62;;;;42;38;30;47;;;;46;;82;;;;;;;
01meMAI_7;5746576,178;5886601,835;62;;;;42;38;30;47;;;;46;;82;;;;;;;
01meMAI_8;5654952,142;5851512,673;37;;;;11;4;-3;21;;;;1;;67;;;;;;;
01meMAI_9;5704504,938;5844881,374;42;;;;18;12;4;26;;;;10;;69;;;;;;;
01mePUA_1;5235739,931;5886172,272;;0;;;-16;-23;-28;-10;;;;-31;52;;;;;;22;;
01mePUA_2;5305552,231;5884578,071;;-4;;;-19;-26;-31;-14;;;;-29;45;;;;;;17;;
01mePUA_3;5356453,243;5866709,429;5;;;;-22;-30;-36;-12;;;;-35;;41;;;;;;;
01mePUA_4;5247392,551;5841586,617;;-1;;;-16;-24;-28;-10;;;;-32;50;;;;;;21;;
01mePUA_5;5227823,587;5792892,15;;-1;;;-17;-24;-28;-11;;;;;50;;;;-2;;20;;
01mePUA_6;5317469,8;5813728,74;5;;;;-25;-32;-32;-5;;;;-37;;;;;;;;;
01meRAM_1;5472203,177;6265179,957;;;;;-14;-10;-11;-21;;;;-27;;;35;-11;;;24;;
01meRAM_2;5421438,625;6261109,061;;;;;-4;0;0;-10;;;;-15;;;45;0;;;35;;
01meSOL_1;5541537,71;6158981,076;;;;;-20;-14;-15;-29;;;;-31;;;24;-23;;;13;;
01meSOL_2;5563226,492;6197537,905;;;;;-16;-6;-7;-27;;;;-24;;;25;-23;;;13;;
01meSOL_3;5504711,058;6191992,944;;;;;-19;-12;-12;-29;;;;-29;;;25;-23;;;14;;
01meSOL_4;5502557,499;6239265,955;;;;;-18;-11;-11;-28;;;;-29;;;27;-22;;;16;;
01meTAN_1;5603093,773;5802089,717;28;;;;0;-8;-15;10;;;;-6;;63;;;;;;;
01meTAN_2;5589597,069;5840452,558;16;;;;-11;-18;-25;-1;;;;-19;;51;;;;;;;
01meTAN_3;5561121,704;5857435,844;19;;;;-8;-16;-23;2;;;;-16;;55;;;;;;;
01meTAN_4;5528223,449;5865665,959;25;;;;-4;-11;-18;7;;;;-11;;60;;;;;;;
01meTAN_5;5521413,324;5907623,107;17;;;;-8;-15;-21;1;;;;-11;;50;;;;;;;
01meTAN_6;5672724,855;5776531,173;38;;;;14;7;0;22;;;;7;;67;;;;;;;
01meTAN_7;5444896,66;5932529,398;3;;;;-22;-28;-34;-13;;;;-25;;38;;;;;;;
01meTAN_8;5444220,934;5880175,712;11;;;;-17;-24;-30;-7;;;;-20;;49;;;;;;;
01meTRE_1;5471923,519;5788288,475;25;;;;-7;-15;-24;4;;;;-10;;63;;;;;;;
01meTRE_2;5520113,256;5818670,743;30;;;;3;-4;-12;11;;;;3;;63;;;;;;;
01meTRE_3;5358831,342;5829533,761;-17;;;;-44;-50;-55;-34;;;;-49;;26;;;;;;;
01meTRE_4;5382539,465;5781444,119;-14;;;;-42;-48;-54;-32;;;;-48;;27;;;;;;;
01meTRE_5;5362523,886;5729795,365;-30;;;;-52;-58;-62;-44;;;;-63;;6;;;;;;;
01meTRE_6;5420154,239;5718897,991;11;;;;-20;-28;-35;-9;;;;-26;;53;;;;;;;
01meTRE_7;5499613,385;5713658,515;23;;;;-8;-17;-25;2;;;;-12;;61;;;;;;;
01meUDA_1;5633852,579;6050340,574;;-3;;;-29;-26;-34;-29;;;;-34;29;;;;;;;;
01meUDA_2;5681771,841;6029278,108;;-1;;;-28;-24;-32;-28;;;;-32;31;;;;;;;;
01meUDA_3;5595520,521;6086906,306;;-3;;;-29;-28;-33;-30;;;;-38;30;;;;;;;;
01meUDA_4;5655201,23;5936154,834;8;;;;-17;-24;-30;-8;;;;-25;;39;;;;;;;
02alALE_1;5242653,669;6232001,805;;;;;2;26;6;-10;;;;-10;;;29;-7;;;22;;
02alALE_2;5252686,537;6275845,569;;;;;-4;20;0;-15;;;;-15;;;26;-11;;;18;;
02alALE_3;5145421,666;6232725,722;;;;;0;23;5;-12;;;;-10;;;27;-8;;;20;;
02alALE_4;5209289,942;6218089,294;;;;;5;30;12;-7;;;;-5;;;30;-5;;;23;;
02alALE_5;5209703,733;6309831,416;;;;;6;32;12;-7;;;;-6;;;34;-4;;;27;;
02alALE_6;5165982,563;6194140,477;;;;;2;27;9;-11;;;;-7;;;26;-8;;;20;;
02alBOR_1;5257810,875;6299374,909;;;;;-5;19;-1;-16;;;;-17;;;32;-9;;;24;;
02alBOR_2;5224859,172;6329529,755;;;;;5;31;10;-9;;;;-9;;;39;-3;;;31;;
02alHAN_1;5331005,665;6320380,642;;;;;10;19;10;0;;;;-10;;;55;15;;;48;;
02alHAN_2;5308209,285;6342824,529;;;;;11;32;12;-1;;;;-3;;;44;9;;;36;;
02alMBU_1;5232484,654;6374697,778;;;;;23;51;28;6;;;;;;;49;12;39;;42;;
02alMBU_2;5266895,379;6352337,793;;;;;0;21;1;-13;;;;-12;;;27;-6;;;20;;
02baCHB_1;5259303,1;6446359,899;;;;;11;35;13;-5;;;;;;;47;5;29;;38;;
02baCHB_2;5242228,515;6419761,957;;;;;7;29;8;-6;;;;;;;43;6;30;;35;;
02baELC_0;5324773,608;6342420,864;;;;;-9;21;-2;-24;;;;-20;;;19;-20;;;11;;
02baELC_1;5228962,435;6403397,322;;;;;-1;35;9;-19;;;;;;;29;-12;18;;21;;
02baELC_2;5243361,014;6430209,257;;;;;-13;17;-6;-29;;;;;;;14;-23;3;;6;;
02baELC_3;5270233,543;6414796,969;;;;;-26;1;-20;-39;;;;;;;3;-32;-8;;-5;;
02baELC_4;5256711,787;6392884,028;;;;;-8;25;1;-25;;;;;;;20;-20;9;;11;;
02baELC_5;5138198,655;6196859,923;;;;;-12;15;-6;-23;;;;-23;;;25;-19;;;15;;
02baELC_6;5218056,622;6307806,408;;;;;-4;26;3;-18;;;;-19;;;33;-15;;;23;;
02baRTE_1;5314035,568;6343108,882;;;;;15;34;15;3;;;;0;;;46;13;;;39;;
02maBAL_1;5285078,452;6321448,831;;;;;23;40;24;14;;;;6;;;68;27;;;61;;
02maLBE_1;5257837,694;6327618,953;;;;;-3;17;-1;-16;;;;-14;;;20;-10;;;14;;
02maLBE_2;5278697,857;6298258,746;;;;;29;49;32;19;;;;14;;;63;27;;;58;;
02maMJU_1;5297068,995;6379445,214;;;;;6;28;8;-8;;;;-4;;;30;-1;;;23;;
02maMJU_2;5335063,95;6377769,936;;;;;8;20;9;-5;;;;-7;;;;7;;;34;;41
02maNOE_1;5243399,434;6446556,837;;;;;29;54;33;12;;;;;;;62;21;48;;54;;
02maNOE_2;5270348,545;6426001,211;;;;;2;19;2;-9;;;;;;;37;4;22;;31;;
02maNOE_3;5284757,713;6417002,372;;;;;-2;14;-3;-12;;;;;;;34;2;19;;27;;
02maNOE_4;5279632,058;6402407,098;;;;;-1;17;-1;-11;;;;;;;33;2;20;;27;;
02meCAN_1;5210935,4;6346033,325;;;;;11;36;18;-1;;;;2;;;31;0;;;25;;
02meCAN_2;5213564,308;6382628,152;;;;;5;31;15;-8;;;;;;;22;-8;15;;16;;
02meCAN_3;5238336,311;6433463,423;;;;;-3;20;6;-15;;;;;;;11;-15;6;;6;;
02meCAN_4;5230462,943;6266072,679;;;;;6;31;14;-5;;;;-4;;;25;-6;;;19;;
02meESA_1;5277720,56;6287787,33;;;;;21;46;28;11;;;;7;;;55;12;;;47;;
02meESA_2;5189464,784;6218602,752;;;;;2;30;11;-11;;;;-10;;;31;-10;;;22;;
02meNAM_1;5325871,877;6365100,061;;;;;22;35;22;9;;;;5;;;;18;;;45;;52
02meNAM_2;5301169,998;6380150,263;;;;;16;36;16;2;;;;3;;;42;9;;;35;;
02meNAM_3;5295368,511;6324128,735;;;;;27;41;26;19;;;;5;;;79;37;;;72;;
03al017_1;5318224,992;6701910,622;;;;;4;20;;13;;;;;;;;14;15;;57;;59
03al017_2;5383760,515;6534925,098;;;;;12;38;;27;;;;;;;;19;38;;62;;60
03al017_3;5443556,69;6568226,563;;;;;7;32;;22;;;;;;;;13;32;;57;;55
03al017_4;5345730,284;6562003,226;;;;;11;35;;25;;;;;;;;18;35;;61;;59
03al3010_0;5411900,709;6507444,578;;;;;16;39;;29;;;;;;;;22;37;;64;;62
03al3010_1;5397761,438;6508791,552;;;;;16;39;;29;;;;;;;;21;38;;63;;61
03al3010_2;5428259,968;6571314,975;;;;;9;37;;26;;;;;;;;15;36;;58;;56
03al3010_3;5314741,24;6639093,09;;;;;1;19;;11;;;;;;;;12;16;;60;;61
